method,model,k,scenario,AUROC,AUPRC,Accuracy,Precision,Recall,F1_Score,Brier_Score,Specificity,NPV,AUROC_lo,AUROC_hi,AUPRC_lo,AUPRC_hi
mean_mode,lr,5,internal_train,0.7387082806159476,0.6100631998945291,0.6564398992144657,0.5349158156224124,0.7537922987164527,0.6257668711656442,0.20601933712707543,0.5965038314176245,0.7973751600512163,0.7271558767266733,0.7507665918313352,0.5903933425868957,0.6250649178520098
mean_mode,lr,5,internal_val,0.7171663506676536,0.5927764885357768,0.6348547717842323,0.5148771021992238,0.7223230490018149,0.6012084592145015,0.21328324688582426,0.5810055865921788,0.7726597325408618,0.6951420505988252,0.7422221401764243,0.5540503411081414,0.6404281032453744
mean_mode,lr,5,internal_test,0.7259741049792657,0.6088594482167875,0.6348547717842323,0.5141104294478528,0.7604355716878403,0.6134699853587116,0.2119333003044288,0.5575418994413408,0.7908082408874801,0.6978292509058354,0.75491335380817,0.5731758835921282,0.6581499776527715
mean_mode,lr,5,external_main,0.661757557918846,0.44224909581322275,0.5354102517659844,0.35313335313335315,0.7544416243654822,0.4810843617236496,0.2361106526383815,0.4479087452471483,0.8203342618384402,0.6463210729836859,0.6771920354232058,0.4219219732765464,0.46502283452269827
mean_mode,lr,5,external_transfer,0.661757557918846,0.44224909581322275,0.5354102517659844,0.35313335313335315,0.7544416243654822,0.4810843617236496,0.2361106526383815,0.4479087452471483,0.8203342618384402,0.6451604035869287,0.6781209816583903,0.4167717703256962,0.4654968350546157
mean_mode,lr,10,internal_train,0.7503238952447802,0.6352454552440722,0.691418408181414,0.5845728121757178,0.6573317775184753,0.6188209447088978,0.20283090060748732,0.712404214559387,0.7715248962655602,0.7391278234376334,0.7621749147792243,0.6197724278614519,0.6532371620895288
mean_mode,lr,10,internal_val,0.7287045392328829,0.6144575939324248,0.6804979253112033,0.5721231766612642,0.6406533575317604,0.6044520547945206,0.21035747049017728,0.7050279329608938,0.7611580217129071,0.6975237471999155,0.7541007332939216,0.5757622881604317,0.6527995018624442
mean_mode,lr,10,internal_test,0.7348437072260694,0.6349652657200215,0.6728907330567082,0.56,0.6606170598911071,0.6061615320566195,0.21073131464857603,0.6804469273743017,0.7650753768844221,0.7050688281856273,0.7593592412640565,0.5987369621750535,0.6793152455565945
mean_mode,lr,10,external_main,0.6560691744996237,0.4551140502906559,0.6176417315703677,0.39059304703476483,0.6059644670050761,0.47500621735886595,0.23703993921893945,0.6223067173637515,0.798114434330299,0.6410150958666736,0.6702887900974358,0.4347066334611311,0.48101432300862385
mean_mode,lr,10,external_transfer,0.6560691744996237,0.4551140502906559,0.6176417315703677,0.39059304703476483,0.6059644670050761,0.47500621735886595,0.23703993921893945,0.6223067173637515,0.798114434330299,0.6393042099383561,0.6708895827226541,0.43426842409953026,0.48054214257411293
mean_mode,lr,15,internal_train,0.7628249011595589,0.6554251692847386,0.6900844819919965,0.5767263427109974,0.7016725009723843,0.6330935251798561,0.19812026030007251,0.6829501915708812,0.7880630008289583,0.7525186473573149,0.7739128002109812,0.6383116333379086,0.6749542260948858
mean_mode,lr,15,internal_val,0.7384268318648674,0.6368708646554725,0.677731673582296,0.5665101721439749,0.6569872958257713,0.6084033613445378,0.20694489011703543,0.6905027932960894,0.7657992565055762,0.7133736053026654,0.7620666507696556,0.5992265893538923,0.6791136452213388
mean_mode,lr,15,internal_test,0.7512658548702714,0.6598175280753764,0.6749654218533887,0.5574468085106383,0.7132486388384754,0.6257961783439491,0.20563468970993173,0.6513966480446928,0.786774628879892,0.7240747909355602,0.7747729830954662,0.6221561206716835,0.7005289450110364
mean_mode,lr,15,external_main,0.6566609889791742,0.46132683769024996,0.6457163557326572,0.4081237911025145,0.5355329949238579,0.4632272228320527,0.22406293799033547,0.6897338403041825,0.788010425716768,0.6392262483633304,0.6711541192600353,0.4365332671350067,0.48437442631424293
mean_mode,lr,15,external_transfer,0.6566609889791742,0.46132683769024996,0.6457163557326572,0.4081237911025145,0.5355329949238579,0.4632272228320527,0.22406293799033547,0.6897338403041825,0.788010425716768,0.6402428071351208,0.6747972619242466,0.4336591134949571,0.48419077558219364
mean_mode,lr,20,internal_train,0.7681316138896712,0.6636723606397636,0.697495183044316,0.5882157123834887,0.6872812135355892,0.6339013452914798,0.19596310748826418,0.7037835249042146,0.7851990382046486,0.7586487862620171,0.7789336673792087,0.646274521775932,0.6817156836163447
mean_mode,lr,20,internal_val,0.742168124993663,0.6441532552817232,0.6867219917012448,0.5777777777777777,0.6606170598911071,0.6164267569856055,0.20568745324702184,0.7027932960893855,0.7708333333333334,0.719347949250098,0.7653927755107215,0.6050535112384904,0.6857149740138291
mean_mode,lr,20,internal_test,0.7574810654067262,0.6599447243877465,0.6791147994467497,0.5627705627705628,0.7078039927404719,0.6270096463022508,0.20430575404786233,0.6614525139664804,0.7861885790172642,0.7318027412577934,0.7809533554653124,0.6209903036955818,0.6958001748804756
mean_mode,lr,20,external_main,0.651080610295111,0.4591863436889717,0.6737909798949465,0.4301675977653631,0.4397208121827411,0.43489174772513334,0.21043767071584624,0.7673003802281368,0.7741687979539642,0.6358814313344908,0.6650453452225386,0.4384055010099884,0.48478115738138294
mean_mode,lr,20,external_transfer,0.651080610295111,0.4591863436889717,0.6737909798949465,0.4301675977653631,0.4397208121827411,0.43489174772513334,0.21043767071584624,0.7673003802281368,0.7741687979539642,0.6320996648242061,0.667067052371456,0.43395243546548257,0.4849323441197498
