method,model,k,scenario,AUROC,AUPRC,Accuracy,Precision,Recall,F1_Score,Brier_Score,Specificity,NPV,AUROC_lo,AUROC_hi,AUPRC_lo,AUPRC_hi
mean_mode,adaboost,20,internal_test,0.75166330389642,0.6540274581249792,0.7081604426002767,0.6496519721577726,0.5081669691470054,0.570264765784114,0.2000898242223404,0.8312849162011173,0.7330049261083744,0.7240543372917221,0.7733433828488724,0.6169503056276338,0.6921917209474038
mean_mode,adaboost,20,external_main,0.655012931616838,0.4659100167252739,0.7071182756746967,0.4824935952177626,0.35850253807106597,0.4113578449217328,0.20417823183062686,0.8463878326996198,0.7675862068965518,0.6382465208970703,0.6703670086063986,0.44327156655295835,0.48904823074587195
mean_mode,adaboost,20,external_transfer,0.655012931616838,0.4659100167252739,0.7071182756746967,0.4824935952177626,0.35850253807106597,0.4113578449217328,0.20417823183062686,0.8463878326996198,0.7675862068965518,0.6392735666784446,0.6705854201016365,0.44622558178405636,0.49114730579516624
mean_mode,adaboost,25,internal_train,0.7643702843087725,0.655771796156013,0.7099451608122128,0.6715083798882682,0.4675223648385842,0.5512497133684935,0.19735289941667025,0.8591954022988506,0.7238248940891668,0.753129519144828,0.7766049185096415,0.6323565424430924,0.6755604784086551
mean_mode,adaboost,25,internal_val,0.7387502661489014,0.6246765519018782,0.7053941908713693,0.6574307304785895,0.47368421052631576,0.5506329113924051,0.2026762788708138,0.8480446927374302,0.7235462345090562,0.7145224142949397,0.759980172870832,0.587778069577382,0.6697083547484449
mean_mode,adaboost,25,internal_test,0.75166330389642,0.6540274581249792,0.7081604426002767,0.6496519721577726,0.5081669691470054,0.570264765784114,0.2000898242223404,0.8312849162011173,0.7330049261083744,0.7314089979400026,0.7747444129383119,0.6084417103178407,0.6959106521940156
mean_mode,adaboost,25,external_main,0.655012931616838,0.4659100167252739,0.7071182756746967,0.4824935952177626,0.35850253807106597,0.4113578449217328,0.20417823183062686,0.8463878326996198,0.7675862068965518,0.6396248241165547,0.6688232264857027,0.4432897192396911,0.4959388371486731
mean_mode,adaboost,25,external_transfer,0.655012931616838,0.4659100167252739,0.7071182756746967,0.4824935952177626,0.35850253807106597,0.4113578449217328,0.20417823183062686,0.8463878326996198,0.7675862068965518,0.6372825151124663,0.6700952747015193,0.4412783271110052,0.49125345859748326
mean_mode,adaboost,30,internal_train,0.7643702843087725,0.655771796156013,0.7099451608122128,0.6715083798882682,0.4675223648385842,0.5512497133684935,0.19735289941667025,0.8591954022988506,0.7238248940891668,0.7513120654146704,0.7738677988127723,0.6344673170170111,0.674935805813316
mean_mode,adaboost,30,internal_val,0.7387502661489014,0.6246765519018782,0.7053941908713693,0.6574307304785895,0.47368421052631576,0.5506329113924051,0.2026762788708138,0.8480446927374302,0.7235462345090562,0.711755358246898,0.7637325103024976,0.5807499814358642,0.6622906021972025
mean_mode,adaboost,30,internal_test,0.75166330389642,0.6540274581249792,0.7081604426002767,0.6496519721577726,0.5081669691470054,0.570264765784114,0.2000898242223404,0.8312849162011173,0.7330049261083744,0.7271192650776539,0.7798687685288179,0.6133085884456714,0.6932426972785652
mean_mode,adaboost,30,external_main,0.655012931616838,0.4659100167252739,0.7071182756746967,0.4824935952177626,0.35850253807106597,0.4113578449217328,0.20417823183062686,0.8463878326996198,0.7675862068965518,0.6405558407715932,0.668748683333277,0.4445537711731125,0.4907308402895701
mean_mode,adaboost,30,external_transfer,0.655012931616838,0.4659100167252739,0.7071182756746967,0.4824935952177626,0.35850253807106597,0.4113578449217328,0.20417823183062686,0.8463878326996198,0.7675862068965518,0.6388556259181144,0.6725464937326394,0.44172243035447945,0.4908070072921769
mean_mode,adaboost,35,internal_train,0.7643702843087725,0.655771796156013,0.7099451608122128,0.6715083798882682,0.4675223648385842,0.5512497133684935,0.19735289941667025,0.8591954022988506,0.7238248940891668,0.7536687688638882,0.7757152625731056,0.6383486051964885,0.6761081666813559
mean_mode,adaboost,35,internal_val,0.7387502661489014,0.6246765519018782,0.7053941908713693,0.6574307304785895,0.47368421052631576,0.5506329113924051,0.2026762788708138,0.8480446927374302,0.7235462345090562,0.7123969952641128,0.7648479702013028,0.5807361952577663,0.6661768671662891
mean_mode,adaboost,35,internal_test,0.75166330389642,0.6540274581249792,0.7081604426002767,0.6496519721577726,0.5081669691470054,0.570264765784114,0.2000898242223404,0.8312849162011173,0.7330049261083744,0.7278751598877379,0.7738251711182387,0.6140467859965353,0.6968594179767271
mean_mode,adaboost,35,external_main,0.655012931616838,0.4659100167252739,0.7071182756746967,0.4824935952177626,0.35850253807106597,0.4113578449217328,0.20417823183062686,0.8463878326996198,0.7675862068965518,0.6380907414635654,0.6703666025735667,0.4401328766124908,0.49321544695710423
mean_mode,adaboost,35,external_transfer,0.655012931616838,0.4659100167252739,0.7071182756746967,0.4824935952177626,0.35850253807106597,0.4113578449217328,0.20417823183062686,0.8463878326996198,0.7675862068965518,0.6408639399657183,0.669843684987102,0.4407091856427182,0.48972112445175053
mean_mode,adaboost,40,internal_train,0.7643702843087725,0.655771796156013,0.7099451608122128,0.6715083798882682,0.4675223648385842,0.5512497133684935,0.19735289941667025,0.8591954022988506,0.7238248940891668,0.7532293349309673,0.7762992630241397,0.6331924046842217,0.6776759313443207
mean_mode,adaboost,40,internal_val,0.7387502661489014,0.6246765519018782,0.7053941908713693,0.6574307304785895,0.47368421052631576,0.5506329113924051,0.2026762788708138,0.8480446927374302,0.7235462345090562,0.7159727532170143,0.7649421303098197,0.5849639146028093,0.6660138593113963
mean_mode,adaboost,40,internal_test,0.75166330389642,0.6540274581249792,0.7081604426002767,0.6496519721577726,0.5081669691470054,0.570264765784114,0.2000898242223404,0.8312849162011173,0.7330049261083744,0.7296174558735374,0.7777022537436552,0.6218476140584837,0.6981139766901374
mean_mode,adaboost,40,external_main,0.655012931616838,0.4659100167252739,0.7071182756746967,0.4824935952177626,0.35850253807106597,0.4113578449217328,0.20417823183062686,0.8463878326996198,0.7675862068965518,0.6382775736782668,0.669327055544161,0.4415212677272561,0.4904572651287431
mean_mode,adaboost,40,external_transfer,0.655012931616838,0.4659100167252739,0.7071182756746967,0.4824935952177626,0.35850253807106597,0.4113578449217328,0.20417823183062686,0.8463878326996198,0.7675862068965518,0.6390374778797621,0.6694402068753799,0.44222392259539983,0.4902443261221738
