method,model,k,scenario,AUROC,AUPRC,Accuracy,Precision,Recall,F1_Score,Brier_Score,Specificity,NPV,AUROC_lo,AUROC_hi,AUPRC_lo,AUPRC_hi
mean_mode,catboost,5,internal_train,0.8867278486388855,0.82940639490848,0.792648584556099,0.6941683233929755,0.8148580318942046,0.7496868849525854,0.15006249542033395,0.7789750957854407,0.8723518369536069,0.8787728918241478,0.8936749528270874,0.8164054504081197,0.8393190702395898
mean_mode,catboost,5,internal_val,0.6812925204554441,0.5473656492372669,0.6431535269709544,0.527047913446677,0.6188747731397459,0.5692821368948247,0.2264804943594142,0.6581005586592179,0.737171464330413,0.6550432562936719,0.7120370301018804,0.49964371510130373,0.5913383133446439
mean_mode,catboost,5,internal_test,0.6960346348437072,0.5821944055173481,0.6556016597510373,0.5409582689335394,0.6352087114337568,0.5843071786310517,0.22252547075804618,0.6681564245810055,0.7484355444305382,0.6675609850606216,0.7231473578798464,0.5497549488756741,0.6257297661364618
mean_mode,catboost,5,external_main,0.6361724183410216,0.4102546368380826,0.6533236732476001,0.40734649122807015,0.4714467005076142,0.4370588235294118,0.22331832281100933,0.7259822560202789,0.7746821747362727,0.6180066519487973,0.6527859900212992,0.38630586147021295,0.43407439692138916
mean_mode,catboost,5,external_transfer,0.6361724183410216,0.4102546368380826,0.6533236732476001,0.40734649122807015,0.4714467005076142,0.4370588235294118,0.22331832281100933,0.7259822560202789,0.7746821747362727,0.6181168767485552,0.650262037459033,0.3885995123653873,0.4345507829168739
mean_mode,catboost,10,internal_train,0.9326625278861931,0.8974589053833538,0.8431895657329184,0.7593417895097703,0.8615324776351614,0.8072157434402333,0.1217071658919887,0.8318965517241379,0.9070496083550914,0.9278677859935657,0.93784436585714,0.8879777771861005,0.9059903267561501
mean_mode,catboost,10,internal_val,0.714799906721147,0.6018045267889084,0.65283540802213,0.5392,0.6116152450090744,0.5731292517006803,0.2139266824321827,0.6782122905027933,0.7393422655298416,0.6889489017122143,0.7373594002355115,0.555965120391848,0.6451577821366444
mean_mode,catboost,10,internal_test,0.7257601719575378,0.6424643184027359,0.6673582295988935,0.5540123456790124,0.6515426497277677,0.5988323603002502,0.2111255120264048,0.6770949720670391,0.7593984962406015,0.6973207625294637,0.7525384102498721,0.6019171393368196,0.6813351676819408
mean_mode,catboost,10,external_main,0.6119028777672695,0.4018672086698885,0.6583952182575621,0.3973509933774834,0.38071065989847713,0.38885288399222295,0.22490825192399794,0.7693282636248415,0.7566691598105211,0.5979558582050293,0.6260564230813482,0.3846454896281129,0.4255276426116003
mean_mode,catboost,10,external_transfer,0.6119028777672695,0.4018672086698885,0.6583952182575621,0.3973509933774834,0.38071065989847713,0.38885288399222295,0.22490825192399794,0.7693282636248415,0.7566691598105211,0.5944480164338533,0.6304506207106418,0.3778243835289675,0.4250284794825135
mean_mode,catboost,15,internal_train,0.9432821937436573,0.9155708629023283,0.8634948866162739,0.7850725639253628,0.8837028393621159,0.831473010064044,0.11325045817108265,0.8510536398467433,0.9223981313262393,0.9380432843015736,0.9486678926267249,0.907146973771342,0.922867474592602
mean_mode,catboost,15,internal_val,0.719792353161849,0.6105388216971381,0.6687413554633471,0.5571428571428572,0.6370235934664247,0.594411515664691,0.21242332253271937,0.6882681564245811,0.7549019607843137,0.6927676273132758,0.7492859813272976,0.5659734385662006,0.6558831201338812
mean_mode,catboost,15,internal_test,0.7349968062131826,0.6425368620748432,0.673582295988935,0.5618153364632238,0.6515426497277677,0.6033613445378151,0.20752331542289226,0.6871508379888268,0.7620817843866171,0.7062904050902676,0.7624361166011047,0.6010142740823263,0.6826433475953417
mean_mode,catboost,15,external_main,0.617831316387125,0.4181850495758357,0.6647346495200145,0.40900066181336864,0.39213197969543145,0.4003887269193392,0.22406143896661276,0.773637515842839,0.7610972568578553,0.602045237006758,0.632081718770889,0.39739210673981484,0.4436931261150062
mean_mode,catboost,15,external_transfer,0.617831316387125,0.4181850495758357,0.6647346495200145,0.40900066181336864,0.39213197969543145,0.4003887269193392,0.22406143896661276,0.773637515842839,0.7610972568578553,0.6025500889241455,0.6329809710840302,0.3892650862705247,0.44380983247428224
mean_mode,catboost,20,internal_train,0.9520900487458852,0.9288867483613249,0.8731287979842893,0.7995110024449877,0.8903150525087514,0.8424733161575266,0.10580290850704063,0.8625478927203065,0.927394438722966,0.9480597435675969,0.9564490469769983,0.9222603978118874,0.9359795067055767
mean_mode,catboost,20,internal_val,0.7301483336544019,0.620901506787476,0.681881051175657,0.576214405360134,0.6243194192377496,0.5993031358885017,0.20859390611849166,0.71731843575419,0.7561837455830389,0.6989729166827563,0.7537102423294312,0.5795217620648657,0.6561125772671557
mean_mode,catboost,20,internal_test,0.7420839712457796,0.647495656432209,0.6708160442600276,0.5585023400936038,0.6497277676950998,0.6006711409395973,0.2056580141489287,0.6837988826815642,0.760248447204969,0.7165170064099345,0.764532443029046,0.6040672501658116,0.6861605336280533
mean_mode,catboost,20,external_main,0.6358277360663437,0.43513376008629384,0.6888244883173338,0.4447900466562986,0.3629441624365482,0.3997204751921733,0.2120772814739776,0.8190114068441064,0.7629279811097993,0.6184235507016025,0.651889896209095,0.4117998902931864,0.45534242814646897
mean_mode,catboost,20,external_transfer,0.6358277360663437,0.43513376008629384,0.6888244883173338,0.4447900466562986,0.3629441624365482,0.3997204751921733,0.2120772814739776,0.8190114068441064,0.7629279811097993,0.6187403220752324,0.652642129108518,0.41555746040497304,0.46286131127686636
