method,model,k,scenario,AUROC,AUPRC,Accuracy,Precision,Recall,F1_Score,Brier_Score,Specificity,NPV,AUROC_lo,AUROC_hi,AUPRC_lo,AUPRC_hi
mean_mode,rf,35,internal_test,0.7543400014194608,0.6546863329644548,0.6922544951590595,0.5866013071895425,0.6515426497277677,0.6173688736027515,0.19793308106287158,0.71731843575419,0.7697841726618705,0.7326789183668594,0.7760238645776617,0.6115361621755325,0.6940392744179166
mean_mode,rf,35,external_main,0.6619561161400731,0.468440827586874,0.6884622351023365,0.45180722891566266,0.4282994923857868,0.43973941368078173,0.20250758774162697,0.7923954372623574,0.776260243357338,0.6435157476645084,0.6767069518960975,0.44762975566375285,0.4938356633389752
mean_mode,rf,35,external_transfer,0.6619561161400731,0.468440827586874,0.6884622351023365,0.45180722891566266,0.4282994923857868,0.43973941368078173,0.202507587741627,0.7923954372623574,0.776260243357338,0.6468826534131525,0.6781782258937767,0.4476925300992005,0.4960869878580608
mean_mode,rf,40,internal_train,0.945327693504473,0.9192314149049409,0.8621609604268564,0.8013220712449505,0.8486970050563983,0.8243294295428787,0.12860083721908208,0.8704501915708812,0.9033300198807157,0.9404688427821462,0.9503730022669785,0.9124642779660105,0.9277491629647877
mean_mode,rf,40,internal_val,0.7364466840381632,0.6201935833140116,0.6950207468879668,0.5964912280701754,0.617059891107078,0.6066012488849242,0.20230256955940745,0.7430167597765364,0.7591324200913242,0.7062421324626794,0.7610057318992298,0.5796249979372452,0.6652231896299745
mean_mode,rf,40,internal_test,0.754617810177534,0.6567953844767787,0.6915629322268326,0.5853658536585366,0.6533575317604355,0.6174957118353345,0.19823164132763893,0.7150837988826816,0.7701564380264742,0.7315572465306633,0.7818008768492354,0.6143269914044582,0.698961254822314
mean_mode,rf,40,external_main,0.6656643055207065,0.47096026218939935,0.6982430719072632,0.46934604904632155,0.43718274111675126,0.45269382391590013,0.2016013553518077,0.8025348542458809,0.7811497656057241,0.6507838620870053,0.68172718083193,0.44323222720867117,0.4986056544031346
mean_mode,rf,40,external_transfer,0.6656643055207065,0.47096026218939935,0.6982430719072632,0.46934604904632155,0.43718274111675126,0.45269382391590013,0.2016013553518077,0.8025348542458809,0.7811497656057241,0.6488967056350081,0.6840761433019383,0.44663708069723623,0.49386240015324256
mean_mode,rf,42,internal_train,0.941799633697996,0.9148601287153109,0.8550466874166296,0.7922935779816513,0.839751069622715,0.8153323262839879,0.1308197368043765,0.8644636015325671,0.8975634012928891,0.9373709064670016,0.9469169317414758,0.9084332913105566,0.9222693973710253
mean_mode,rf,42,internal_val,0.7371584422431535,0.6232466050198142,0.69432918395574,0.5951134380453752,0.6188747731397459,0.6067615658362989,0.20236227990191966,0.740782122905028,0.7594501718213058,0.710974337835583,0.7625346961217986,0.5764585238539571,0.666380698420904
mean_mode,rf,42,internal_test,0.7546705330075333,0.6569510925098392,0.6846473029045643,0.5762439807383628,0.6515426497277677,0.6115843270868825,0.19840492679829796,0.7050279329608938,0.7667071688942891,0.7316483039569072,0.7765541764538187,0.6120102892578956,0.6978423362471788
