iter	Logloss
650	0.3663242643
651	0.3660486597
652	0.3658202614
653	0.3655890465
654	0.3653404833
655	0.3651976818
656	0.3650191257
657	0.3647347452
658	0.3643900451
659	0.3641085143
660	0.3638835264
661	0.3637547225
662	0.3636252946
663	0.3635125881
664	0.3631501766
665	0.3627718081
666	0.3624160313
667	0.362247018
668	0.3620314917
669	0.3619092793
670	0.3615109571
671	0.3612885753
672	0.3610850746
673	0.3607251587
674	0.3605098966
675	0.3602788031
676	0.3601075259
677	0.3599902243
678	0.3597361405
679	0.3594063153
680	0.3593597755
681	0.3591438277
682	0.3589642248
683	0.3587786021
684	0.3586800122
685	0.3584740492
686	0.3582261092
687	0.3580164621
688	0.3577988719
689	0.3575601011
690	0.3573906951
691	0.3570498858
692	0.3567363363
693	0.3564424164
694	0.356292498
695	0.3561375483
696	0.3558576001
697	0.3556214919
698	0.3553826231
699	0.3552418718
700	0.3550244463
701	0.3548397334
702	0.3547081288
703	0.3543842935
704	0.3542277925
705	0.3539147818
706	0.3536700892
707	0.3534675429
708	0.353329093
709	0.3532461388
710	0.3530561664
711	0.3529014587
712	0.3526638639
713	0.3524111231
714	0.3522218029
715	0.3518205291
716	0.351601462
717	0.3513493132
718	0.3512167842
719	0.351026552
720	0.3508266563
721	0.3505366477
722	0.3503299647
723	0.3500443033
724	0.3499053811
725	0.3497192648
726	0.3494489757
727	0.3492923059
728	0.3492254335
729	0.3491296043
730	0.3488962156
731	0.3486420591
732	0.3483923268
733	0.3482180304
734	0.3481290952
735	0.3479344133
736	0.3477604899
737	0.3476220622
738	0.3472838339
739	0.3472771974
740	0.3470593718
741	0.3469097319
742	0.3467783364
743	0.3465656692
744	0.3464203891
745	0.3462383306
746	0.3461038924
747	0.3458046952
748	0.3456741501
749	0.3454954672
750	0.3453866569
751	0.3452592936
752	0.3451747615
753	0.3449801799
754	0.3448949931
755	0.344759198
756	0.3445603476
757	0.3443600065
758	0.3441019298
759	0.343739259
760	0.3434112145
761	0.3430953673
762	0.3428331796
763	0.3426492945
764	0.3424033904
765	0.3423455695
766	0.3421355331
767	0.3418640306
768	0.3415465906
769	0.3414217848
770	0.3412512395
771	0.3409450811
772	0.3407195199
773	0.3404551969
774	0.3402682609
775	0.3400014533
776	0.339871667
777	0.3395885425
778	0.3394477143
779	0.339323734
780	0.3390522993
781	0.3388466164
782	0.3387462237
783	0.3386492882
784	0.3383419397
785	0.3381455747
786	0.3379887549
787	0.3378976108
788	0.3376552272
789	0.3374475598
790	0.3371565139
791	0.3369372142
792	0.3367341614
793	0.3364978746
794	0.336225284
795	0.3359200421
796	0.33566379
797	0.3354029531
798	0.3351757681
799	0.3350721249
