iter	Logloss
186	0.5670864243
187	0.5669810244
188	0.5668684722
189	0.5667206724
190	0.5665836366
191	0.5665054206
192	0.566430447
193	0.5663175823
194	0.5661832307
195	0.5660399774
196	0.5659228952
197	0.5657999966
198	0.565693476
199	0.5655271319
200	0.5654609347
201	0.5653061102
202	0.5650978485
203	0.5650118608
204	0.5648772021
205	0.5647874494
206	0.5646955552
207	0.5646063129
208	0.5644574009
209	0.5643393594
210	0.564231419
211	0.5641159249
212	0.5639974097
213	0.5638978369
214	0.563767833
215	0.5636520621
216	0.5635265217
217	0.563428181
218	0.5632648158
219	0.5631713521
220	0.5630869551
221	0.5629607263
222	0.5628722887
223	0.5627846873
224	0.5626506621
225	0.5625397853
226	0.5624222178
227	0.5622874708
228	0.5621938839
229	0.5620812039
230	0.5620135269
231	0.5619075727
232	0.5618005805
233	0.5616158055
234	0.561521506
235	0.5614794585
236	0.5613518863
237	0.5612157301
238	0.5611465088
239	0.5609955229
240	0.5608163213
241	0.5607388675
242	0.5606657671
243	0.5605665432
244	0.5604304276
245	0.5602982254
246	0.5601959271
247	0.560088024
248	0.5600543295
249	0.5599726782
250	0.5598645897
251	0.5597289742
252	0.5596519173
253	0.5595137355
254	0.5594304375
255	0.5592869538
256	0.5591808736
257	0.5590889395
258	0.5589965905
259	0.5589111703
260	0.5587274267
261	0.5586554565
262	0.558552193
263	0.5584868222
264	0.5584120092
265	0.5583367834
266	0.5581965512
267	0.5580703152
268	0.5580134498
269	0.557892552
270	0.5577511417
271	0.5576499005
272	0.5575098438
273	0.5573966345
274	0.5572634199
275	0.557147616
276	0.5571039877
277	0.5569945001
278	0.5568436495
279	0.5567651001
280	0.556700663
281	0.5565594693
282	0.5564413917
283	0.5563231618
284	0.5561858919
285	0.5560688571
286	0.5559374069
287	0.5557882527
288	0.555617901
289	0.5554918855
290	0.5553258814
291	0.5552574088
292	0.5552004225
293	0.5551175983
294	0.5550039774
295	0.5549043829
296	0.554803902
297	0.5546650166
298	0.5545675249
299	0.5544594194
300	0.5543550697
301	0.5542513442
302	0.5541811239
303	0.5541126094
304	0.5539868719
305	0.5538408793
306	0.5537002283
307	0.5535797169
308	0.5534924299
309	0.5533031209
310	0.5531911878
311	0.5530517172
312	0.552977635
313	0.5528657079
314	0.5527453164
315	0.5525745035
316	0.5525101491
317	0.5523821399
318	0.5522512798
319	0.5521160216
320	0.5519760861
321	0.5518412983
322	0.5517297781
323	0.5515786614
324	0.5514083763
325	0.5512593367
326	0.5511455985
327	0.5510057464
328	0.5508993014
329	0.5507956379
330	0.5507070233
331	0.550545534
332	0.5503800113
333	0.5501727357
334	0.5500390204
335	0.5499171241
336	0.549727613
337	0.5495624915
338	0.5494731602
339	0.5493346535
340	0.5492011917
341	0.5490356659
342	0.5489292687
343	0.5487992251
344	0.548681774
345	0.5485356803
346	0.5483754621
347	0.5482823539
348	0.548152483
349	0.5479559155
350	0.5478626928
351	0.5477142881
352	0.5475927276
353	0.5474750774
354	0.5473075182
355	0.5471713818
356	0.5470658107
357	0.5469419798
358	0.5467915308
359	0.5466558724
360	0.5465084408
361	0.5463784925
362	0.5462427735
363	0.5461409758
364	0.5459921126
365	0.5458743807
366	0.5457125823
367	0.5455473625
368	0.5454358579
369	0.5452886318
370	0.5451921381
371	0.5450431456
372	0.5449003336
373	0.5447475448
374	0.5445791785
375	0.544415095
376	0.5442565829
377	0.5441238401
378	0.544020156
379	0.5438882095
380	0.5437527247
381	0.5436153204
382	0.543456078
383	0.5433351659
384	0.5432319106
385	0.5431044155
386	0.5429447636
387	0.5428769229
388	0.5427806198
389	0.5426529604
390	0.5425361721
391	0.5424028058
392	0.542323979
393	0.5421792061
394	0.5420747512
395	0.5419708683
396	0.54185788
397	0.5417790182
398	0.5416373547
399	0.5415345495
