comparable_hexp,comparable_frec,comparable_tgiv,comparable_ipubpen,ragender,rural,hlthlm,lunge,arthre,stayhospital,peninc,ftrsp,ftrkids,painfr,fall,adlfive,raeducl,shlta,ramomeducl,radadeducl
-0.008564927453607053,-0.01388502621030299,0.001626876392927959,-0.024287443705639632,-0.014065412310786079,0.002119009065204812,0.01965880640029371,-3.065994761655958e-05,0.017222595453319202,-0.00023593330069003374,0.0028291069806122013,0.0002997028062211937,0.03503537622407408,0.003775868029824543,-5.7704542353002645e-05,0.01563432060833408,9.338747337410179e-05,0.035952284511585136,0.0,0.0
0.0005167769522708448,0.0076445505317752245,-0.0036626270074420477,-0.08161265894464018,0.01941555014735836,-0.012571159841096781,0.01920576108957463,-4.726233617142342e-05,0.016842377609972127,0.005111951438538921,0.002739851018138735,-0.019559366478129742,-0.005029101295040172,0.0036750793771462456,-4.9802804038862517e-05,0.01525950619374031,6.893579735394644e-05,0.035152627265247656,0.0,1.6642483881543213e-05
-0.007448478469780272,-0.0015913141810009867,-0.003244320178874953,-0.014815207850051634,-0.012266204825629422,-0.011132078076496873,-0.010778620218775445,-1.3228006463435286e-05,-0.004489606136763353,-0.00023448438089099783,-0.037270252540471296,-0.01724656676726183,-0.004473688340954664,-0.04913207146357298,-1.3579261217610325e-05,-0.010920721028500155,0.0,-0.0014797670924424633,0.0,0.0
-0.008281896530306998,-0.020393763149720478,-0.003595897072934562,-0.023496866118857106,-0.013626347849961761,0.002022287417062593,-0.011954556167380455,0.0124810479406005,0.016544488977735864,-0.00022790010670459293,0.0026635984078812775,-0.01923231496771661,-0.004962212200762403,0.0035500450004447423,-5.206892222602074e-05,-0.012088444367409206,7.25829854000204e-05,0.034512123947828516,0.0,0.0
-0.008589078263573075,0.007850072206763313,0.0016294628599394963,-0.017044695103056316,0.01996120384183695,0.002156046759629076,0.019779547549394014,-2.1344887202541804e-05,0.017284079143314698,-0.00024658559268238165,0.002871859650503285,0.0003178420085111319,-0.005123554084666271,0.003851155477910921,-4.1401519893001214e-05,0.05842773452449195,8.544289747247248e-05,0.036160759070584005,0.0,-8.86427310423099e-06
-0.008570032526598603,0.007867451154454677,0.001629605111488702,-0.017041481315763652,0.019943481906749806,0.0021410061045666335,0.019750134027039783,0.0,0.01729487147858971,-0.00024044148305690785,0.0028759772467537833,0.00031513817041824,-0.005119081768126985,0.003824940497993183,-3.237366106698144e-05,0.07139701511182552,7.288405635314515e-05,0.0361162727023182,0.0,-1.6204161152749696e-05
-0.008580974333418248,0.007845319500140389,-0.003736533970085801,0.003238601585487302,-0.014101303050056708,0.002127825180306391,-0.012317567042376068,-2.1956041551846824e-05,0.017262280646144705,-0.00023671718582643172,0.002846050111941986,0.0003035250129750814,0.03509658594914237,0.00379684485980762,0.026068361933166927,-0.01246652550555263,7.909072665530586e-05,0.03602673963213801,0.0,6.891410115075769e-06
-0.008605073087138218,0.007862355302706809,0.0016308223639925627,0.0032508402914907327,0.01993288244244573,0.002131023120634306,0.019752504379482366,-2.3511870529135843e-05,0.01728954744241057,-0.00023685462578632138,0.002855033783487121,0.00029250749787019034,-0.005138335062875558,0.0038032559859942226,0.02611908889316191,0.01570882570198399,8.391276661458826e-05,-0.01773503528121348,0.0,0.0
-0.008204699047702898,0.007414821874057244,-0.003568775266168965,-0.016334376588994132,0.0188546401329497,-0.012258455203428142,-0.01184307971389245,-1.9787965687027348e-05,0.016368995654500798,-0.00023124003028777632,-0.04106203963976057,0.00028142378348999217,-0.00491129596633203,0.003506088899484814,-5.003854579153332e-05,-0.01198064312156452,7.470649575451003e-05,-0.001642357873223782,0.0,0.0
-0.007805806482100733,0.0070251283335947936,0.0014442596988484436,0.0028594325307240904,-0.012867527513585497,-0.011677382912720809,-0.011317188451636815,-2.079108910873714e-05,-0.004706970862115984,-0.00022342701988291866,0.0024556318838247037,-0.018135187849134347,-0.0046769053835870635,-0.05156784472685232,-3.5876253660999716e-05,-0.011439948455477147,8.597880039779062e-05,-0.016128876526946265,0.0,0.0
-0.008518742811441741,-0.020964626125109232,-0.003699387087862463,0.0031892404585440026,-0.013998311068042411,0.0021009173267992004,-0.012255224533899083,0.012866044172493792,0.017078998086545002,-0.00023646973285560232,0.00279242013612176,0.00029229937307622035,0.03473077904224294,0.0037157793771436178,-5.2015486916941496e-05,0.015490062351178098,7.836930996277784e-05,-0.0016755998908423372,0.0,0.0
-0.008502785333820132,0.007735862046976182,0.0016057473235024152,-0.016917496031206593,-0.013972008201677872,0.002095524140006893,0.019436818090557317,0.012841124767875101,-0.0051047972475092565,-0.0002379888723472425,0.002784186845552446,0.00028992400647661736,-0.005090849103855432,0.003707510349896074,-5.05878725751429e-05,-0.01238095608453362,7.773215303886838e-05,0.03556456357822618,0.0,0.0
