num__comparable_hexp,num__comparable_frec,num__comparable_tgiv,num__comparable_ipubpen,bin__ragender,bin__rural,bin__hlthlm,bin__lunge,bin__arthre,bin__stayhospital,bin__peninc,bin__ftrsp,bin__ftrkids,bin__painfr,bin__fall,mul__adlfive,mul__raeducl,mul__shlta,mul__ramomeducl,mul__radadeducl
-0.009599036358977252,0.00925212425338462,0.001262394664853309,-0.015389376224840429,0.005208998930801139,-0.011331013881163143,-0.004524564690199089,0.0,0.01942556703733375,-0.0004235241741107771,0.0013719091350310204,0.0002124005401449609,-0.0016468179690490303,0.0027750833173359477,-1.776850951840604e-05,-0.006035738933308668,0.00018073593173214232,-0.004995457149006918,0.0,0.0
-0.009338298244741621,0.008953668977922227,0.001217996742645317,-0.014979913505543204,0.005034809996088641,-0.011020124725560148,-0.004413775248515822,0.0,0.018834060009760296,-0.0004155804582862656,0.0013163748258293564,-0.0195008035623368,-0.0015940134103187957,0.002662962441575893,-1.3603834061738019e-05,-0.005894015632058774,-0.01996734463637313,-0.04158391147020389,0.0,0.0
-0.0090859634532526,0.008703432546840235,0.001178359229118169,-0.014555572098798602,-0.027228006146055604,-0.01068697855911923,-0.004338108284018616,0.0,-0.0028034042180607,-0.0004111797103238175,0.0012379199073956277,-0.01900457387708414,-0.001549290557166683,0.0025658998753980418,-2.3401899504664545e-06,-0.0057231915713105526,-0.019400386761187688,-0.04046658169200078,0.0,0.0
-0.009466096376449485,-0.019452562790295783,0.001243337734670884,-0.015194898987535007,0.0051224559614693735,-0.011181691737326511,0.02705623921510904,0.0,-0.0029268700662622433,-0.0004308938029393561,0.0013442081405624646,-0.01978080353950572,0.03791557985160448,0.002728909507226093,-1.4273418985264701e-05,-0.005964538968044498,0.00018202937896008456,-0.042136671693468984,0.0,0.0
-0.009365705126734285,-0.01923432904341157,0.0012288102186186285,-0.0150213657459755,-0.02806630406129269,-0.011061479975504997,0.02669394181623737,0.0,0.018881472295093047,-0.0004142040425872005,0.0013144101195472285,-0.019548117976683686,-0.001601103555440933,0.002672756592355651,-1.7666495759934657e-05,-0.005901757730551851,-0.020021839438405485,-0.004965023173755245,0.0,0.0
-0.00943746495624365,0.009067937212207661,0.0012370940723736587,-0.015134565249014088,-0.028287871505791175,-0.011139001095314597,-0.004462766688298011,0.0,0.0190488555813079,-0.0004224934827553504,0.0013327993245680204,-0.01970631623739184,-0.0016143369288453228,0.002701650285596054,-1.75573174615684e-05,-0.005959995166441252,0.00018111811733743813,-0.004972564544377903,0.0,0.0
-0.009392961461615376,0.009021927938821115,0.0012264381651949274,-0.022184401078150107,0.00506194121497394,-0.011089404191945866,-0.00444101935114437,0.0,0.018960922784296702,-0.00041649618315863526,0.0013358566098350567,-0.019611521815206052,-0.0015966869999716352,0.0026857533238692785,-1.8531644897961834e-05,-0.005925280036483503,0.00017321052765265982,-0.04181570632091949,0.0,6.706730972597108e-06
-0.009582519324844814,-0.019636858457821944,0.0012643949254716835,-0.022581682861691633,-0.028653678517875415,-0.011292528397528138,0.02737216217704218,0.0,-0.0029436485990761954,0.005016052285524903,0.0013879248966130612,-0.019997958276343968,-0.0016471413894516866,0.0027749724540598593,-2.0960942633973335e-05,-0.006043140275532015,0.00018785953552495255,0.09036386033994477,0.0,-1.071564232019151e-05
-0.009529110759014267,-0.01956877297099851,0.0012486826933586878,-0.02249244271181187,0.005154901260969924,-0.011244311118988982,0.02721717741210664,0.0,-0.0029362636221306184,-0.00041535878827541456,0.001350971545609524,0.00021396776546797895,-0.0016313501975185165,0.0027482606296622613,-2.010820233200539e-05,-0.006004425990979733,0.000181485752884878,-0.004986771432340373,0.0,0.0
-0.009661513117462122,-0.00031564380036150363,0.0012732868536026842,-0.015467482435183323,0.005284950574068435,-0.011394488936591163,-0.0045480525846572995,0.0,0.01960652622712209,-0.000422644275737354,0.001400801479228479,-0.02017422703690515,0.0388475406545374,0.002835182614918941,0.0,-0.006059634816189311,0.00018895991254785295,0.06461454452779164,0.0,0.0
