comparable_itearn,pred,ci_lo,ci_hi,P_overall,P_nonlin
3952.329165829146,0.33377460611139737,0.0,1.0,1.0191575694484811e-07,1.0
3993.499261306533,0.3326287288014082,0.0,1.0,1.0191575694484811e-07,1.0
4034.6693567839197,0.33139691784512004,0.0,1.0,1.0191575694484811e-07,1.0
4075.8394522613066,0.33017416100349567,0.0,1.0,1.0191575694484811e-07,1.0
4117.009547738694,0.32894695954260544,0.0,1.0,1.0191575694484811e-07,1.0
4158.179643216081,0.32768847036977006,0.0,1.0,1.0191575694484811e-07,1.0
4199.349738693468,0.3263653570585539,0.0,1.0,1.0191575694484811e-07,1.0
4240.519834170855,0.3250249177135755,0.0,1.0,1.0191575694484811e-07,1.0
4281.689929648242,0.3237808755148947,0.0,1.0,1.0191575694484811e-07,1.0
4322.860025125628,0.3223393023022579,0.0,1.0,1.0191575694484811e-07,1.0
4364.030120603015,0.3210208223656376,0.0,1.0,1.0191575694484811e-07,1.0
4405.200216080402,0.31965873125931266,0.0,1.0,1.0191575694484811e-07,1.0
4446.370311557789,0.3182334952971211,0.0,1.0,1.0191575694484811e-07,1.0
4487.540407035176,0.31679183927800897,0.0,1.0,1.0191575694484811e-07,1.0
4528.710502512563,0.31534710441839503,0.0,1.0,1.0191575694484811e-07,1.0
4569.88059798995,0.3139387946786209,0.0,1.0,1.0191575694484811e-07,1.0
4611.050693467337,0.3124355582655331,0.0,1.0,1.0191575694484811e-07,1.0
4652.220788944724,0.3109297190557087,0.0,1.0,1.0191575694484811e-07,1.0
4693.3908844221105,0.309388746282377,0.0,1.0,1.0191575694484811e-07,1.0
4734.560979899497,0.30783899345143056,0.0,1.0,1.0191575694484811e-07,1.0
4775.731075376884,0.3062935605542879,0.0,1.0,1.0191575694484811e-07,1.0
4816.901170854271,0.30470074448659146,0.0,1.0,1.0191575694484811e-07,1.0
4858.071266331659,0.30317706003827416,0.0,1.0,1.0191575694484811e-07,1.0
4899.241361809046,0.3014777121577956,0.0,1.0,1.0191575694484811e-07,1.0
4940.411457286433,0.2998991131120498,0.0,1.0,1.0191575694484811e-07,1.0
4981.58155276382,0.2982230492160046,0.0,1.0,1.0191575694484811e-07,1.0
5022.751648241207,0.29653965233594703,0.0,1.0,1.0191575694484811e-07,1.0
5063.9217437185935,0.2947983176074011,0.0,1.0,1.0191575694484811e-07,1.0
5105.09183919598,0.2931261777898689,0.0,1.0,1.0191575694484811e-07,1.0
5146.261934673367,0.29138398183009656,0.0,1.0,1.0191575694484811e-07,1.0
5187.432030150754,0.289647897665432,0.0,1.0,1.0191575694484811e-07,1.0
5228.602125628141,0.2878679030352921,0.0,1.0,1.0191575694484811e-07,1.0
5269.772221105528,0.2860944415611237,0.0,1.0,1.0191575694484811e-07,1.0
5310.942316582915,0.2842530308912543,0.0,1.0,1.0191575694484811e-07,1.0
5352.112412060302,0.2824187836117119,0.0,1.0,1.0191575694484811e-07,1.0
5393.282507537689,0.2806410172711359,0.0,1.0,1.0191575694484811e-07,1.0
5434.4526030150755,0.27868601591862846,0.0,1.0,1.0191575694484811e-07,1.0
5475.622698492462,0.2768737956053307,0.0,1.0,1.0191575694484811e-07,1.0
5516.792793969849,0.2749228405269902,0.0,1.0,1.0191575694484811e-07,1.0
5557.962889447236,0.2730773591176354,0.0,1.0,1.0191575694484811e-07,1.0
5599.132984924623,0.27104663898462317,0.0,1.0,1.0191575694484811e-07,1.0
5640.30308040201,0.2692295245928376,0.0,1.0,1.0191575694484811e-07,1.0
5681.473175879397,0.2671571471960162,0.0,1.0,1.0191575694484811e-07,1.0
5722.643271356785,0.26528523219946143,0.0,1.0,1.0191575694484811e-07,1.0
5763.813366834172,0.26325595449901573,0.0,1.0,1.0191575694484811e-07,1.0
5804.9834623115585,0.261260239566033,0.0,1.0,1.0191575694484811e-07,1.0
5846.153557788945,0.2592860516865658,0.0,1.0,1.0191575694484811e-07,1.0
5887.323653266332,0.25727493107404603,0.0,1.0,1.0191575694484811e-07,1.0
5928.493748743719,0.2551812178825237,0.0,1.0,1.0191575694484811e-07,1.0
5969.663844221106,0.2531564318227961,0.0,1.0,1.0191575694484811e-07,1.0
6010.833939698493,0.25115377362758273,0.0,1.0,1.0191575694484811e-07,1.0
6052.00403517588,0.24904750541801282,0.0,1.0,1.0191575694484811e-07,1.0
6093.174130653267,0.24696442668538124,0.0,1.0,1.0191575694484811e-07,1.0
6134.344226130654,0.2449721044643933,0.0,1.0,1.0191575694484811e-07,1.0
6175.5143216080405,0.24283352240468767,0.0,1.0,1.0191575694484811e-07,1.0
6216.684417085427,0.24077459577038227,0.0,1.0,1.0191575694484811e-07,1.0
6257.854512562814,0.23869434680093354,0.0,1.0,1.0191575694484811e-07,1.0
6299.024608040201,0.23654930255011805,0.0,1.0,1.0191575694484811e-07,1.0
6340.194703517588,0.23447237245110336,0.0,1.0,1.0191575694484811e-07,1.0
6381.364798994975,0.23241901528618517,0.0,1.0,1.0191575694484811e-07,1.0
6422.534894472362,0.23028084696473433,0.0,1.0,1.0191575694484811e-07,1.0
6463.704989949749,0.22821024841394205,0.0,1.0,1.0191575694484811e-07,1.0
6504.875085427136,0.2260993940477108,0.0,1.0,1.0191575694484811e-07,1.0
6546.045180904523,0.22402361711123897,0.0,1.0,1.0191575694484811e-07,1.0
6587.21527638191,0.22192981198634262,0.0,1.0,1.0191575694484811e-07,1.0
6628.385371859297,0.21985003188767283,0.0,1.0,1.0191575694484811e-07,1.0
6669.555467336684,0.21778428671444358,0.0,1.0,1.0191575694484811e-07,1.0
6710.725562814071,0.2156190125905692,0.0,1.0,1.0191575694484811e-07,1.0
6751.895658291458,0.2135103853697438,0.0,1.0,1.0191575694484811e-07,1.0
6793.065753768845,0.21144735011152538,0.0,1.0,1.0191575694484811e-07,1.0
6834.235849246232,0.2093585266566783,0.0,1.0,1.0191575694484811e-07,1.0
6875.405944723619,0.20732503335225666,0.0,1.0,1.0191575694484811e-07,1.0
6916.5760402010055,0.20523646370059162,0.0,1.0,1.0191575694484811e-07,1.0
6957.746135678392,0.20316354148787555,0.0,1.0,1.0191575694484811e-07,1.0
6998.916231155779,0.20112587112947478,0.0,1.0,1.0191575694484811e-07,1.0
7040.086326633166,0.19906460327802497,0.0,1.0,1.0191575694484811e-07,1.0
7081.256422110553,0.19704822008928852,0.0,1.0,1.0191575694484811e-07,1.0
7122.42651758794,0.19501854090347887,0.0,1.0,1.0191575694484811e-07,1.0
7163.596613065327,0.19299523669087368,0.0,1.0,1.0191575694484811e-07,1.0
7204.766708542714,0.1909690831348387,0.0,1.0,1.0191575694484811e-07,1.0
7245.936804020101,0.1889218077855725,0.0,1.0,1.0191575694484811e-07,1.0
7287.106899497488,0.18690996097288518,0.0,1.0,1.0191575694484811e-07,1.0
7328.2769949748745,0.18489625617691113,0.0,1.0,1.0191575694484811e-07,1.0
7369.447090452261,0.1829541017618201,0.0,1.0,1.0191575694484811e-07,1.0
7410.617185929648,0.18097353011202233,0.0,1.0,1.0191575694484811e-07,1.0
7451.787281407035,0.17904558463227327,0.0,1.0,1.0191575694484811e-07,1.0
7492.957376884423,0.1770981534389491,0.0,1.0,1.0191575694484811e-07,1.0
7534.12747236181,0.17511447914695796,0.0,1.0,1.0191575694484811e-07,1.0
7575.297567839197,0.1732007847637731,0.0,1.0,1.0191575694484811e-07,1.0
7616.467663316584,0.17134698735217152,0.0,1.0,1.0191575694484811e-07,1.0
7657.6377587939705,0.16941446962901432,0.0,1.0,1.0191575694484811e-07,1.0
7698.807854271357,0.1675759544209505,0.0,1.0,1.0191575694484811e-07,1.0
7739.977949748744,0.16567746436173425,0.0,1.0,1.0191575694484811e-07,1.0
7781.148045226131,0.16381297066028452,0.0,1.0,1.0191575694484811e-07,1.0
7822.318140703518,0.16198195581769867,0.0,1.0,1.0191575694484811e-07,1.0
7863.488236180905,0.1601264407922621,0.0,1.0,1.0191575694484811e-07,1.0
7904.658331658292,0.15829629815399004,0.0,1.0,1.0191575694484811e-07,1.0
7945.828427135679,0.1565315201331394,0.0,1.0,1.0191575694484811e-07,1.0
7986.998522613066,0.15475884556089417,0.0,1.0,1.0191575694484811e-07,1.0
8028.168618090453,0.1529946949207471,0.0,1.0,1.0191575694484811e-07,1.0
8069.3387135678395,0.15123922094968567,0.0,1.0,1.0191575694484811e-07,1.0
8110.508809045226,0.14946929437783005,0.0,1.0,1.0191575694484811e-07,1.0
8151.678904522613,0.14778564637836736,0.0,1.0,1.0191575694484811e-07,1.0
8192.849,0.14605679417109427,0.0,1.0,1.0191575694484811e-07,1.0
