hhres,pred,ci_lo,ci_hi,P_overall,P_nonlin
1.0,0.4502385183666298,,,0.008785174172692534,0.010675830112525153
1.0301507537688441,0.447848899317059,,,0.008785174172692534,0.010675830112525153
1.0603015075376885,0.44550126453615435,,,0.008785174172692534,0.010675830112525153
1.0904522613065326,0.4431485282675914,,,0.008785174172692534,0.010675830112525153
1.120603015075377,0.4408152653101597,,,0.008785174172692534,0.010675830112525153
1.150753768844221,0.4384808567728214,,,0.008785174172692534,0.010675830112525153
1.1809045226130652,0.4361266534598013,,,0.008785174172692534,0.010675830112525153
1.2110552763819096,0.4337640823458449,,,0.008785174172692534,0.010675830112525153
1.2412060301507537,0.4314494332839199,,,0.008785174172692534,0.010675830112525153
1.271356783919598,0.42912282253159223,,,0.008785174172692534,0.010675830112525153
1.3015075376884422,0.42685160175536097,,,0.008785174172692534,0.010675830112525153
1.3316582914572863,0.4246431091378377,,,0.008785174172692534,0.010675830112525153
1.3618090452261307,0.4223482740598365,,,0.008785174172692534,0.010675830112525153
1.3919597989949748,0.42003448351135536,,,0.008785174172692534,0.010675830112525153
1.4221105527638191,0.4179394795760703,,,0.008785174172692534,0.010675830112525153
1.4522613065326633,0.41568434962620976,,,0.008785174172692534,0.010675830112525153
1.4824120603015074,0.4135215561373069,,,0.008785174172692534,0.010675830112525153
1.5125628140703518,0.41125864257833467,,,0.008785174172692534,0.010675830112525153
1.542713567839196,0.40907324524513483,,,0.008785174172692534,0.010675830112525153
1.5728643216080402,0.40700927759399586,,,0.008785174172692534,0.010675830112525153
1.6030150753768844,0.40494858736970285,,,0.008785174172692534,0.010675830112525153
1.6331658291457285,0.40286187572871285,,,0.008785174172692534,0.010675830112525153
1.6633165829145728,0.4008226492120971,,,0.008785174172692534,0.010675830112525153
1.6934673366834172,0.39880148506782176,,,0.008785174172692534,0.010675830112525153
1.7236180904522613,0.39679837220628944,,,0.008785174172692534,0.010675830112525153
1.7537688442211055,0.3949883121673001,,,0.008785174172692534,0.010675830112525153
1.7839195979899496,0.3930355128634322,,,0.008785174172692534,0.010675830112525153
1.814070351758794,0.3912024116842087,,,0.008785174172692534,0.010675830112525153
1.8442211055276383,0.38932884088352754,,,0.008785174172692534,0.010675830112525153
1.8743718592964824,0.38754545042331606,,,0.008785174172692534,0.010675830112525153
1.9045226130653266,0.3857650686022957,,,0.008785174172692534,0.010675830112525153
