comparable_tgiv,pred,ci_lo,ci_hi,P_overall,P_nonlin
0.0,0.42823339806622046,,,3.3306690738754696e-16,2.3652702685339477e-08
70.27963979899498,0.4280718190663295,,,3.3306690738754696e-16,2.3652702685339477e-08
140.55927959798996,0.4277141583252979,,,3.3306690738754696e-16,2.3652702685339477e-08
210.83891939698492,0.4275572970091621,,,3.3306690738754696e-16,2.3652702685339477e-08
281.1185591959799,0.4272884257967975,,,3.3306690738754696e-16,2.3652702685339477e-08
351.3981989949749,0.42712040309160454,,,3.3306690738754696e-16,2.3652702685339477e-08
421.67783879396984,0.42685160175536097,,,3.3306690738754696e-16,2.3652702685339477e-08
491.95747859296483,0.4264111597186482,,,3.3306690738754696e-16,2.3652702685339477e-08
562.2371183919598,0.4260230702485884,,,3.3306690738754696e-16,2.3652702685339477e-08
632.5167581909548,0.4258439827330201,,,3.3306690738754696e-16,2.3652702685339477e-08
702.7963979899498,0.4255679276074336,,,3.3306690738754696e-16,2.3652702685339477e-08
773.0760377889447,0.42538143013020857,,,3.3306690738754696e-16,2.3652702685339477e-08
843.3556775879397,0.4250532461726171,,,3.3306690738754696e-16,2.3652702685339477e-08
913.6353173869347,0.4249190081199342,,,3.3306690738754696e-16,2.3652702685339477e-08
983.9149571859297,0.4245163604715692,,,3.3306690738754696e-16,2.3652702685339477e-08
1054.1945969849246,0.42427780168888907,,,3.3306690738754696e-16,2.3652702685339477e-08
1124.4742367839197,0.42402437164004153,,,3.3306690738754696e-16,2.3652702685339477e-08
1194.7538765829147,0.423666656089409,,,3.3306690738754696e-16,2.3652702685339477e-08
1265.0335163819095,0.4232196241760393,,,3.3306690738754696e-16,2.3652702685339477e-08
1335.3131561809046,0.42284719355597045,,,3.3306690738754696e-16,2.3652702685339477e-08
1405.5927959798996,0.42259399079208937,,,3.3306690738754696e-16,2.3652702685339477e-08
1475.8724357788944,0.42202815538864985,,,3.3306690738754696e-16,2.3652702685339477e-08
1546.1520755778895,0.42171554457031973,,,3.3306690738754696e-16,2.3652702685339477e-08
1616.4317153768845,0.42135835188799425,,,3.3306690738754696e-16,2.3652702685339477e-08
1686.7113551758794,0.4209268538825733,,,3.3306690738754696e-16,2.3652702685339477e-08
1756.9909949748744,0.4204806037304727,,,3.3306690738754696e-16,2.3652702685339477e-08
1827.2706347738695,0.42015343615952067,,,3.3306690738754696e-16,2.3652702685339477e-08
1897.5502745728645,0.4196776813520554,,,3.3306690738754696e-16,2.3652702685339477e-08
1967.8299143718593,0.41935068644738877,,,3.3306690738754696e-16,2.3652702685339477e-08
2038.1095541708544,0.41890489848161444,,,3.3306690738754696e-16,2.3652702685339477e-08
2108.389193969849,0.41822161426363097,,,3.3306690738754696e-16,2.3652702685339477e-08
2178.6688337688443,0.41774647097878526,,,3.3306690738754696e-16,2.3652702685339477e-08
2248.9484735678393,0.41718243664912874,,,3.3306690738754696e-16,2.3652702685339477e-08
2319.2281133668344,0.41682631597332465,,,3.3306690738754696e-16,2.3652702685339477e-08
2389.5077531658294,0.4160550192997077,,,3.3306690738754696e-16,2.3652702685339477e-08
2459.7873929648244,0.41549163905931774,,,3.3306690738754696e-16,2.3652702685339477e-08
2530.067032763819,0.41498774912560776,,,3.3306690738754696e-16,2.3652702685339477e-08
2600.346672562814,0.4143655423786793,,,3.3306690738754696e-16,2.3652702685339477e-08
2670.626312361809,0.41380282870420154,,,3.3306690738754696e-16,2.3652702685339477e-08
2740.905952160804,0.4130627589180412,,,3.3306690738754696e-16,2.3652702685339477e-08
2811.1855919597992,0.4124414035648186,,,3.3306690738754696e-16,2.3652702685339477e-08
2881.4652317587943,0.4117316247415757,,,3.3306690738754696e-16,2.3652702685339477e-08
2951.744871557789,0.41078582434396954,,,3.3306690738754696e-16,2.3652702685339477e-08
3022.024511356784,0.41025410079269997,,,3.3306690738754696e-16,2.3652702685339477e-08
3092.304151155779,0.4093978765772631,,,3.3306690738754696e-16,2.3652702685339477e-08
3162.583790954774,0.40851270523926625,,,3.3306690738754696e-16,2.3652702685339477e-08
3232.863430753769,0.4078639561300129,,,3.3306690738754696e-16,2.3652702685339477e-08
3303.143070552764,0.4070387399310284,,,3.3306690738754696e-16,2.3652702685339477e-08
3373.4227103517587,0.40618460443681276,,,3.3306690738754696e-16,2.3652702685339477e-08
3443.702350150754,0.4052427684748798,,,3.3306690738754696e-16,2.3652702685339477e-08
3513.981989949749,0.40438983148614704,,,3.3306690738754696e-16,2.3652702685339477e-08
3584.261629748744,0.40337588273582503,,,3.3306690738754696e-16,2.3652702685339477e-08
3654.541269547739,0.40237743587791575,,,3.3306690738754696e-16,2.3652702685339477e-08
3724.820909346734,0.40143845984639154,,,3.3306690738754696e-16,2.3652702685339477e-08
3795.100549145729,0.40044158986967165,,,3.3306690738754696e-16,2.3652702685339477e-08
3865.3801889447236,0.3991673844857398,,,3.3306690738754696e-16,2.3652702685339477e-08
3935.6598287437187,0.39823090772244085,,,3.3306690738754696e-16,2.3652702685339477e-08
4005.9394685427137,0.3970321354189273,,,3.3306690738754696e-16,2.3652702685339477e-08
4076.2191083417088,0.39606816627404173,,,3.3306690738754696e-16,2.3652702685339477e-08
4146.498748140703,0.3947841303282136,,,3.3306690738754696e-16,2.3652702685339477e-08
4216.778387939698,0.3935598124863247,,,3.3306690738754696e-16,2.3652702685339477e-08
4287.058027738693,0.39237320903644174,,,3.3306690738754696e-16,2.3652702685339477e-08
4357.3376675376885,0.3909262564566534,,,3.3306690738754696e-16,2.3652702685339477e-08
4427.617307336684,0.3898150767479823,,,3.3306690738754696e-16,2.3652702685339477e-08
4497.896947135679,0.3884802704982561,,,3.3306690738754696e-16,2.3652702685339477e-08
4568.176586934674,0.38691726691975475,,,3.3306690738754696e-16,2.3652702685339477e-08
4638.456226733669,0.38554137898744234,,,3.3306690738754696e-16,2.3652702685339477e-08
4708.735866532664,0.3842440325865878,,,3.3306690738754696e-16,2.3652702685339477e-08
4779.015506331659,0.38253061459022153,,,3.3306690738754696e-16,2.3652702685339477e-08
4849.295146130654,0.3812915571490449,,,3.3306690738754696e-16,2.3652702685339477e-08
4919.574785929649,0.3796083432458134,,,3.3306690738754696e-16,2.3652702685339477e-08
4989.854425728643,0.37820787244662296,,,3.3306690738754696e-16,2.3652702685339477e-08
5060.134065527638,0.37663745545583704,,,3.3306690738754696e-16,2.3652702685339477e-08
5130.413705326633,0.3749337270293463,,,3.3306690738754696e-16,2.3652702685339477e-08
5200.693345125628,0.37323309104342933,,,3.3306690738754696e-16,2.3652702685339477e-08
5270.972984924623,0.37156408730642376,,,3.3306690738754696e-16,2.3652702685339477e-08
5341.252624723618,0.3698554662724635,,,3.3306690738754696e-16,2.3652702685339477e-08
5411.532264522613,0.3681500994611843,,,3.3306690738754696e-16,2.3652702685339477e-08
5481.811904321608,0.3664196833404559,,,3.3306690738754696e-16,2.3652702685339477e-08
5552.091544120603,0.3647209893698282,,,3.3306690738754696e-16,2.3652702685339477e-08
5622.3711839195985,0.3630256582285951,,,3.3306690738754696e-16,2.3652702685339477e-08
5692.6508237185935,0.3611083928554832,,,3.3306690738754696e-16,2.3652702685339477e-08
5762.930463517589,0.35936414516010196,,,3.3306690738754696e-16,2.3652702685339477e-08
5833.210103316584,0.3576796947150399,,,3.3306690738754696e-16,2.3652702685339477e-08
5903.489743115578,0.3558868150253476,,,3.3306690738754696e-16,2.3652702685339477e-08
5973.769382914573,0.3542654999293989,,,3.3306690738754696e-16,2.3652702685339477e-08
6044.049022713568,0.35225748612957936,,,3.3306690738754696e-16,2.3652702685339477e-08
6114.328662512563,0.35042138058310773,,,3.3306690738754696e-16,2.3652702685339477e-08
6184.608302311558,0.34853425890877776,,,3.3306690738754696e-16,2.3652702685339477e-08
6254.887942110553,0.34687308577969156,,,3.3306690738754696e-16,2.3652702685339477e-08
6325.167581909548,0.34499492402121906,,,3.3306690738754696e-16,2.3652702685339477e-08
6395.447221708543,0.3433417294618181,,,3.3306690738754696e-16,2.3652702685339477e-08
6465.726861507538,0.3413629007182345,,,3.3306690738754696e-16,2.3652702685339477e-08
6536.006501306533,0.339553813746002,,,3.3306690738754696e-16,2.3652702685339477e-08
6606.286141105528,0.337694791841325,,,3.3306690738754696e-16,2.3652702685339477e-08
6676.565780904523,0.3359496930549818,,,3.3306690738754696e-16,2.3652702685339477e-08
6746.845420703517,0.33415473935471157,,,3.3306690738754696e-16,2.3652702685339477e-08
6817.1250605025125,0.33241875252553404,,,3.3306690738754696e-16,2.3652702685339477e-08
6887.404700301508,0.3309034867781901,,,3.3306690738754696e-16,2.3652702685339477e-08
6957.684340100503,0.32863715607272603,,,3.3306690738754696e-16,2.3652702685339477e-08
7027.963979899498,0.32702321158641223,,,3.3306690738754696e-16,2.3652702685339477e-08
7098.243619698493,0.3256277624366692,,,3.3306690738754696e-16,2.3652702685339477e-08
7168.523259497488,0.323593815346088,,,3.3306690738754696e-16,2.3652702685339477e-08
7238.802899296483,0.3222059935949855,,,3.3306690738754696e-16,2.3652702685339477e-08
7309.082539095478,0.32039587368195643,,,3.3306690738754696e-16,2.3652702685339477e-08
7379.362178894473,0.3189092315656642,,,3.3306690738754696e-16,2.3652702685339477e-08
7449.641818693468,0.3170032391635806,,,3.3306690738754696e-16,2.3652702685339477e-08
7519.921458492463,0.3153141611162926,,,3.3306690738754696e-16,2.3652702685339477e-08
7590.201098291458,0.31384020937533114,,,3.3306690738754696e-16,2.3652702685339477e-08
7660.480738090452,0.31216028200247975,,,3.3306690738754696e-16,2.3652702685339477e-08
7730.760377889447,0.310589820917206,,,3.3306690738754696e-16,2.3652702685339477e-08
7801.040017688442,0.3090237111195067,,,3.3306690738754696e-16,2.3652702685339477e-08
7871.319657487437,0.3076699540534292,,,3.3306690738754696e-16,2.3652702685339477e-08
7941.599297286432,0.30600832522149096,,,3.3306690738754696e-16,2.3652702685339477e-08
8011.878937085427,0.30466195347871505,,,3.3306690738754696e-16,2.3652702685339477e-08
8082.1585768844225,0.3032157444273775,,,3.3306690738754696e-16,2.3652702685339477e-08
8152.4382166834175,0.30187631488405764,,,3.3306690738754696e-16,2.3652702685339477e-08
8222.717856482412,0.3005402500874359,,,3.3306690738754696e-16,2.3652702685339477e-08
8292.997496281407,0.29900283638394476,,,3.3306690738754696e-16,2.3652702685339477e-08
8363.277136080402,0.2978782711364211,,,3.3306690738754696e-16,2.3652702685339477e-08
8433.556775879397,0.2967561449244314,,,3.3306690738754696e-16,2.3652702685339477e-08
8503.836415678392,0.2955347985892188,,,3.3306690738754696e-16,2.3652702685339477e-08
8574.116055477387,0.29421497216298875,,,3.3306690738754696e-16,2.3652702685339477e-08
8644.395695276382,0.2932020636241563,,,3.3306690738754696e-16,2.3652702685339477e-08
8714.675335075377,0.29198927132894115,,,3.3306690738754696e-16,2.3652702685339477e-08
8784.954974874372,0.2907794317601571,,,3.3306690738754696e-16,2.3652702685339477e-08
8855.234614673367,0.2899745173571872,,,3.3306690738754696e-16,2.3652702685339477e-08
8925.514254472362,0.2889702304326297,,,3.3306690738754696e-16,2.3652702685339477e-08
8995.793894271357,0.28796801104578335,,,3.3306690738754696e-16,2.3652702685339477e-08
9066.073534070352,0.28716772788359296,,,3.3306690738754696e-16,2.3652702685339477e-08
9136.353173869347,0.286169243957523,,,3.3306690738754696e-16,2.3652702685339477e-08
9206.632813668342,0.2855711530253478,,,3.3306690738754696e-16,2.3652702685339477e-08
9276.912453467337,0.28457600421652673,,,3.3306690738754696e-16,2.3652702685339477e-08
9347.192093266332,0.2837813906831087,,,3.3306690738754696e-16,2.3652702685339477e-08
9417.471733065327,0.2833845866753151,,,3.3306690738754696e-16,2.3652702685339477e-08
9487.751372864323,0.2827900100451762,,,3.3306690738754696e-16,2.3652702685339477e-08
9558.031012663318,0.2821961896597225,,,3.3306690738754696e-16,2.3652702685339477e-08
9628.310652462313,0.28140560742914383,,,3.3306690738754696e-16,2.3652702685339477e-08
9698.590292261308,0.2810108220201507,,,3.3306690738754696e-16,2.3652702685339477e-08
9768.869932060303,0.28061637417656055,,,3.3306690738754696e-16,2.3652702685339477e-08
9839.149571859298,0.280419276941429,,,3.3306690738754696e-16,2.3652702685339477e-08
9909.429211658291,0.2798284924581987,,,3.3306690738754696e-16,2.3652702685339477e-08
9979.708851457286,0.27943505921514955,,,3.3306690738754696e-16,2.3652702685339477e-08
10049.988491256281,0.2792384696349455,,,3.3306690738754696e-16,2.3652702685339477e-08
10120.268131055276,0.27904196480095,,,3.3306690738754696e-16,2.3652702685339477e-08
10190.547770854271,0.2788455447520162,,,3.3306690738754696e-16,2.3652702685339477e-08
10260.827410653266,0.278649209526883,,,3.3306690738754696e-16,2.3652702685339477e-08
10331.107050452261,0.2784529591641749,,,3.3306690738754696e-16,2.3652702685339477e-08
10401.386690251256,0.2782567937024021,,,3.3306690738754696e-16,2.3652702685339477e-08
10471.666330050251,0.2782567937024021,,,3.3306690738754696e-16,2.3652702685339477e-08
10541.945969849246,0.2782567937024021,,,3.3306690738754696e-16,2.3652702685339477e-08
10612.225609648242,0.2782567937024021,,,3.3306690738754696e-16,2.3652702685339477e-08
10682.505249447237,0.278649209526883,,,3.3306690738754696e-16,2.3652702685339477e-08
10752.784889246232,0.2784529591641749,,,3.3306690738754696e-16,2.3652702685339477e-08
10823.064529045227,0.2784529591641749,,,3.3306690738754696e-16,2.3652702685339477e-08
10893.344168844222,0.278649209526883,,,3.3306690738754696e-16,2.3652702685339477e-08
10963.623808643217,0.27904196480095,,,3.3306690738754696e-16,2.3652702685339477e-08
11033.903448442212,0.27904196480095,,,3.3306690738754696e-16,2.3652702685339477e-08
11104.183088241207,0.27904196480095,,,3.3306690738754696e-16,2.3652702685339477e-08
11174.462728040202,0.2796317335025946,,,3.3306690738754696e-16,2.3652702685339477e-08
11244.742367839197,0.2798284924581987,,,3.3306690738754696e-16,2.3652702685339477e-08
11315.022007638192,0.28002533604276547,,,3.3306690738754696e-16,2.3652702685339477e-08
11385.301647437187,0.280419276941429,,,3.3306690738754696e-16,2.3652702685339477e-08
11455.581287236182,0.2808135558827241,,,3.3306690738754696e-16,2.3652702685339477e-08
11525.860927035177,0.28140560742914383,,,3.3306690738754696e-16,2.3652702685339477e-08
11596.140566834172,0.2818007300830946,,,3.3306690738754696e-16,2.3652702685339477e-08
11666.420206633167,0.28199841777628815,,,3.3306690738754696e-16,2.3652702685339477e-08
11736.69984643216,0.2825919858349107,,,3.3306690738754696e-16,2.3652702685339477e-08
11806.979486231156,0.28318631050646725,,,3.3306690738754696e-16,2.3652702685339477e-08
11877.25912603015,0.2833845866753151,,,3.3306690738754696e-16,2.3652702685339477e-08
11947.538765829146,0.2841785299746162,,,3.3306690738754696e-16,2.3652702685339477e-08
12017.81840562814,0.28457600421652673,,,3.3306690738754696e-16,2.3652702685339477e-08
12088.098045427136,0.2849738130736883,,,3.3306690738754696e-16,2.3652702685339477e-08
12158.37768522613,0.2857704332839452,,,3.3306690738754696e-16,2.3652702685339477e-08
12228.657325025126,0.28656838788731553,,,3.3306690738754696e-16,2.3652702685339477e-08
12298.93696482412,0.2869678647289528,,,3.3306690738754696e-16,2.3652702685339477e-08
12369.216604623116,0.2877678157610531,,,3.3306690738754696e-16,2.3652702685339477e-08
12439.496244422111,0.2881682892535452,,,3.3306690738754696e-16,2.3652702685339477e-08
12509.775884221106,0.2889702304326297,,,3.3306690738754696e-16,2.3652702685339477e-08
12580.055524020101,0.2897734948372364,,,3.3306690738754696e-16,2.3652702685339477e-08
12650.335163819096,0.29057807960153764,,,3.3306690738754696e-16,2.3652702685339477e-08
12720.614803618091,0.2911823829201406,,,3.3306690738754696e-16,2.3652702685339477e-08
12790.894443417086,0.29198927132894115,,,3.3306690738754696e-16,2.3652702685339477e-08
12861.174083216081,0.29259529901173903,,,3.3306690738754696e-16,2.3652702685339477e-08
12931.453723015076,0.2934044820389496,,,3.3306690738754696e-16,2.3652702685339477e-08
13001.733362814071,0.2940122272567851,,,3.3306690738754696e-16,2.3652702685339477e-08
13072.013002613066,0.29502676635499137,,,3.3306690738754696e-16,2.3652702685339477e-08
13142.292642412061,0.29563646595480153,,,3.3306690738754696e-16,2.3652702685339477e-08
13212.572282211057,0.2966542546789911,,,3.3306690738754696e-16,2.3652702685339477e-08
13282.851922010052,0.29726589940717174,,,3.3306690738754696e-16,2.3652702685339477e-08
13353.131561809047,0.29808255637136377,,,3.3306690738754696e-16,2.3652702685339477e-08
