child,pred,ci_lo,ci_hi,P_overall,P_nonlin
1.0,0.29299972695009596,,,0.888587443933386,1.0
1.0301507537688441,0.2940019337924204,,,0.888587443933386,1.0
1.0603015075376885,0.2948570064159535,,,0.888587443933386,1.0
1.0904522613065326,0.2958621128726842,,,0.888587443933386,1.0
1.120603015075377,0.2968516853982521,,,0.888587443933386,1.0
1.150753768844221,0.2977187293962131,,,0.888587443933386,1.0
1.1809045226130652,0.2987214668652871,,,0.888587443933386,1.0
1.2110552763819096,0.2997037220012014,,,0.888587443933386,1.0
1.2412060301507537,0.3009734591498147,,,0.888587443933386,1.0
1.271356783919598,0.30174770067670065,,,0.888587443933386,1.0
1.3015075376884422,0.302735610972789,,,0.888587443933386,1.0
1.3316582914572863,0.3037866628104687,,,0.888587443933386,1.0
1.3618090452261307,0.30475247014619267,,,0.888587443933386,1.0
1.3919597989949748,0.30592731954784774,,,0.888587443933386,1.0
1.4221105527638191,0.30673467067921595,,,0.888587443933386,1.0
1.4522613065326633,0.307689455967255,,,0.888587443933386,1.0
1.4824120603015074,0.3088412828440745,,,0.888587443933386,1.0
1.5125628140703518,0.30983232306552605,,,0.888587443933386,1.0
1.542713567839196,0.3109558735202631,,,0.888587443933386,1.0
1.5728643216080402,0.3118720394839677,,,0.888587443933386,1.0
1.6030150753768844,0.3126322652300301,,,0.888587443933386,1.0
1.6331658291457285,0.31373507023695396,,,0.888587443933386,1.0
1.6633165829145728,0.3148004861498235,,,0.888587443933386,1.0
1.6934673366834172,0.3157227892213716,,,0.888587443933386,1.0
1.7236180904522613,0.316785234249941,,,0.888587443933386,1.0
1.7537688442211055,0.3176114345790309,,,0.888587443933386,1.0
1.7839195979899496,0.31869715372290114,,,0.888587443933386,1.0
1.814070351758794,0.31969855380713313,,,0.888587443933386,1.0
1.8442211055276383,0.3206750266217309,,,0.888587443933386,1.0
1.8743718592964824,0.3217130030391679,,,0.888587443933386,1.0
1.9045226130653266,0.3226660308010067,,,0.888587443933386,1.0
1.9346733668341707,0.323593815346088,,,0.888587443933386,1.0
1.964824120603015,0.324556438814855,,,0.888587443933386,1.0
1.9949748743718594,0.3256545689548341,,,0.888587443933386,1.0
2.0251256281407035,0.32672776397748304,,,0.888587443933386,1.0
2.0552763819095476,0.32764140907866257,,,0.888587443933386,1.0
2.085427135678392,0.3286640895921171,,,0.888587443933386,1.0
2.115577889447236,0.3294591347113165,,,0.888587443933386,1.0
2.1457286432160805,0.33050495783976414,,,0.888587443933386,1.0
2.1758793969849246,0.33145101504251784,,,0.888587443933386,1.0
2.2060301507537687,0.3323781196430452,,,0.888587443933386,1.0
2.2361809045226133,0.3333472143140764,,,0.888587443933386,1.0
2.266331658291457,0.3344128096893156,,,0.888587443933386,1.0
2.2964824120603016,0.33525562285415544,,,0.888587443933386,1.0
2.3266331658291457,0.3363446768706955,,,0.888587443933386,1.0
2.35678391959799,0.3373399588388751,,,0.888587443933386,1.0
2.3869346733668344,0.33809078279220883,,,0.888587443933386,1.0
2.417085427135678,0.3392801161389008,,,0.888587443933386,1.0
2.4472361809045227,0.33997140900491857,,,0.888587443933386,1.0
2.477386934673367,0.34102677204355186,,,0.888587443933386,1.0
2.507537688442211,0.3419257584564198,,,0.888587443933386,1.0
2.5376884422110555,0.34272275677606084,,,0.888587443933386,1.0
2.567839195979899,0.3436651826632278,,,0.888587443933386,1.0
2.5979899497487438,0.3444503310254909,,,0.888587443933386,1.0
2.628140703517588,0.34555372694531133,,,0.888587443933386,1.0
2.658291457286432,0.3464100047964753,,,0.888587443933386,1.0
2.6884422110552766,0.34753711019190425,,,0.888587443933386,1.0
2.7185929648241203,0.34825713961311594,,,0.888587443933386,1.0
