comparable_exp,pred,ci_lo,ci_hi,P_overall,P_nonlin
8872.898015778885,0.38489769422011577,0.0,1.0,0.00011489151807841935,0.005879270115161761
8979.81297276381,0.38421154096136145,0.0,1.0,0.00011489151807841935,0.005879270115161761
9086.727929748733,0.38347534177196196,0.0,1.0,0.00011489151807841935,0.005879270115161761
9193.642886733658,0.38275409611248123,0.0,1.0,0.00011489151807841935,0.005879270115161761
9300.557843718583,0.38232880299878336,0.0,1.0,0.00011489151807841935,0.005879270115161761
9407.472800703506,0.38155076753368006,0.0,1.0,0.00011489151807841935,0.005879270115161761
9514.387757688432,0.3809316549023458,0.0,1.0,0.00011489151807841935,0.005879270115161761
9621.302714673357,0.38008280463422983,0.0,1.0,0.00011489151807841935,0.005879270115161761
9728.21767165828,0.3795077294685675,0.0,1.0,0.00011489151807841935,0.005879270115161761
9835.132628643205,0.3788037234938162,0.0,1.0,0.00011489151807841935,0.005879270115161761
9942.04758562813,0.3779997700846973,0.0,1.0,0.00011489151807841935,0.005879270115161761
10048.962542613055,0.37746895403733116,0.0,1.0,0.00011489151807841935,0.005879270115161761
10155.877499597978,0.3768667620493795,0.0,1.0,0.00011489151807841935,0.005879270115161761
10262.792456582903,0.3761503624799113,0.0,1.0,0.00011489151807841935,0.005879270115161761
10369.707413567829,0.37564920471348096,0.0,1.0,0.00011489151807841935,0.005879270115161761
10476.622370552752,0.37496233567254095,0.0,1.0,0.00011489151807841935,0.005879270115161761
10583.537327537677,0.3743617378339438,0.0,1.0,0.00011489151807841935,0.005879270115161761
10690.452284522602,0.3736615292707404,0.0,1.0,0.00011489151807841935,0.005879270115161761
10797.367241507525,0.37291902935724314,0.0,1.0,0.00011489151807841935,0.005879270115161761
10904.28219849245,0.372219913817042,0.0,1.0,0.00011489151807841935,0.005879270115161761
11011.197155477375,0.3716781101854879,0.0,1.0,0.00011489151807841935,0.005879270115161761
11118.112112462299,0.37116511991765533,0.0,1.0,0.00011489151807841935,0.005879270115161761
11225.027069447224,0.3704531153352058,0.0,1.0,0.00011489151807841935,0.005879270115161761
11331.942026432149,0.3697701203409096,0.0,1.0,0.00011489151807841935,0.005879270115161761
11438.856983417072,0.3695141314055589,0.0,1.0,0.00011489151807841935,0.005879270115161761
11545.771940401997,0.3688602711506025,0.0,1.0,0.00011489151807841935,0.005879270115161761
11652.686897386922,0.3684056955947133,0.0,1.0,0.00011489151807841935,0.005879270115161761
11759.601854371846,0.3677526526822171,0.0,1.0,0.00011489151807841935,0.005879270115161761
11866.51681135677,0.3672135480001421,0.0,1.0,0.00011489151807841935,0.005879270115161761
11973.431768341696,0.3667314725302905,0.0,1.0,0.00011489151807841935,0.005879270115161761
12080.346725326619,0.36613633565917597,0.0,1.0,0.00011489151807841935,0.005879270115161761
12187.261682311544,0.3656831720195924,0.0,1.0,0.00011489151807841935,0.005879270115161761
12294.17663929647,0.36542837188750826,0.0,1.0,0.00011489151807841935,0.005879270115161761
12401.091596281392,0.3648058444964679,0.0,1.0,0.00011489151807841935,0.005879270115161761
12508.006553266317,0.3645230267764421,0.0,1.0,0.00011489151807841935,0.005879270115161761
12614.921510251243,0.36407071303032856,0.0,1.0,0.00011489151807841935,0.005879270115161761
12721.836467236168,0.3637881388236775,0.0,1.0,0.00011489151807841935,0.005879270115161761
12828.751424221091,0.36344917380935843,0.0,1.0,0.00011489151807841935,0.005879270115161761
12935.666381206016,0.3630256582285951,0.0,1.0,0.00011489151807841935,0.005879270115161761
13042.581338190941,0.36268699865728043,0.0,1.0,0.00011489151807841935,0.005879270115161761
13149.496295175864,0.3624048863852083,0.0,1.0,0.00011489151807841935,0.005879270115161761
13256.41125216079,0.36209467233166204,0.0,1.0,0.00011489151807841935,0.005879270115161761
13363.326209145715,0.3618409462617462,0.0,1.0,0.00011489151807841935,0.005879270115161761
13470.241166130638,0.36150276465275627,0.0,1.0,0.00011489151807841935,0.005879270115161761
13577.156123115563,0.3613900679227612,0.0,1.0,0.00011489151807841935,0.005879270115161761
13684.071080100488,0.36108023059844246,0.0,1.0,0.00011489151807841935,0.005879270115161761
13790.986037085411,0.36079866058698545,0.0,1.0,0.00011489151807841935,0.005879270115161761
13897.900994070336,0.36068605936223813,0.0,1.0,0.00011489151807841935,0.005879270115161761
14004.815951055261,0.3607423580604784,0.0,1.0,0.00011489151807841935,0.005879270115161761
14111.730908040185,0.36054532937375133,0.0,1.0,0.00011489151807841935,0.005879270115161761
14218.64586502511,0.360320211226541,0.0,1.0,0.00011489151807841935,0.005879270115161761
14325.560822010035,0.3602076751752631,0.0,1.0,0.00011489151807841935,0.005879270115161761
14432.475778994958,0.3602639412813044,0.0,1.0,0.00011489151807841935,0.005879270115161761
14539.390735979883,0.360320211226541,0.0,1.0,0.00011489151807841935,0.005879270115161761
14646.305692964808,0.3602639412813044,0.0,1.0,0.00011489151807841935,0.005879270115161761
14753.220649949732,0.360320211226541,0.0,1.0,0.00011489151807841935,0.005879270115161761
14860.135606934657,0.36054532937375133,0.0,1.0,0.00011489151807841935,0.005879270115161761
14967.050563919582,0.3604890440845792,0.0,1.0,0.00011489151807841935,0.005879270115161761
15073.965520904505,0.3607142082327444,0.0,1.0,0.00011489151807841935,0.005879270115161761
15180.88047788943,0.36093943364346953,0.0,1.0,0.00011489151807841935,0.005879270115161761
15287.795434874355,0.3610520692965356,0.0,1.0,0.00011489151807841935,0.005879270115161761
15394.71039185928,0.36122105143175826,0.0,1.0,0.00011489151807841935,0.005879270115161761
15501.625348844203,0.3613900679227612,0.0,1.0,0.00011489151807841935,0.005879270115161761
15608.540305829129,0.36167183832588956,0.0,1.0,0.00011489151807841935,0.005879270115161761
15715.455262814054,0.361953703903236,0.0,1.0,0.00011489151807841935,0.005879270115161761
15822.370219798977,0.3622356644929167,0.0,1.0,0.00011489151807841935,0.005879270115161761
15929.285176783902,0.362348475295933,0.0,1.0,0.00011489151807841935,0.005879270115161761
16036.200133768827,0.36285631143426317,0.0,1.0,0.00011489151807841935,0.005879270115161761
16143.11509075375,0.3632515068094324,0.0,1.0,0.00011489151807841935,0.005879270115161761
16250.030047738675,0.3635339023636925,0.0,1.0,0.00011489151807841935,0.005879270115161761
16356.9450047236,0.3639294141929831,0.0,1.0,0.00011489151807841935,0.005879270115161761
16463.859961708524,0.3644381996908633,0.0,1.0,0.00011489151807841935,0.005879270115161761
16570.77491869345,0.3647775585204021,0.0,1.0,0.00011489151807841935,0.005879270115161761
16677.68987567837,0.3652302460812574,0.0,1.0,0.00011489151807841935,0.005879270115161761
16784.604832663295,0.365739804489139,0.0,1.0,0.00011489151807841935,0.005879270115161761
16891.51978964822,0.36602302250183033,0.0,1.0,0.00011489151807841935,0.005879270115161761
16998.434746633146,0.36670312344322303,0.0,1.0,0.00011489151807841935,0.005879270115161761
17105.34970361807,0.36704337332908166,0.0,1.0,0.00011489151807841935,0.005879270115161761
17212.264660602996,0.3678378047443496,0.0,1.0,0.00011489151807841935,0.005879270115161761
17319.179617587917,0.3682352899519628,0.0,1.0,0.00011489151807841935,0.005879270115161761
17426.094574572842,0.36874660539826054,0.0,1.0,0.00011489151807841935,0.005879270115161761
17533.009531557767,0.36942881806206235,0.0,1.0,0.00011489151807841935,0.005879270115161761
17639.924488542692,0.3700546384100688,0.0,1.0,0.00011489151807841935,0.005879270115161761
17746.839445527617,0.3706239452117136,0.0,1.0,0.00011489151807841935,0.005879270115161761
17853.754402512543,0.3713075881313413,0.0,1.0,0.00011489151807841935,0.005879270115161761
17960.669359497464,0.3718206588777863,0.0,1.0,0.00011489151807841935,0.005879270115161761
18067.58431648239,0.3726193431682749,0.0,1.0,0.00011489151807841935,0.005879270115161761
18174.499273467314,0.3733616016588004,0.0,1.0,0.00011489151807841935,0.005879270115161761
18281.41423045224,0.37404729321214164,0.0,1.0,0.00011489151807841935,0.005879270115161761
18388.329187437164,0.3747334909951267,0.0,1.0,0.00011489151807841935,0.005879270115161761
18495.24414442209,0.3754774404237822,0.0,1.0,0.00011489151807841935,0.005879270115161761
18602.15910140701,0.37616468517528934,0.0,1.0,0.00011489151807841935,0.005879270115161761
18709.074058391936,0.376852428770526,0.0,1.0,0.00011489151807841935,0.005879270115161761
18815.98901537686,0.3776554235639287,0.0,1.0,0.00011489151807841935,0.005879270115161761
18922.903972361786,0.3783442397046543,0.0,1.0,0.00011489151807841935,0.005879270115161761
19029.81892934671,0.37903354702664277,0.0,1.0,0.00011489151807841935,0.005879270115161761
19136.733886331636,0.3798383564508293,0.0,1.0,0.00011489151807841935,0.005879270115161761
19243.648843316558,0.3806438272305297,0.0,1.0,0.00011489151807841935,0.005879270115161761
19350.563800301483,0.38156517009015134,0.0,1.0,0.00011489151807841935,0.005879270115161761
19457.478757286408,0.3822567372616306,0.0,1.0,0.00011489151807841935,0.005879270115161761
19564.393714271333,0.38300647354785217,0.0,1.0,0.00011489151807841935,0.005879270115161761
19671.308671256258,0.38404548879733924,0.0,1.0,0.00011489151807841935,0.005879270115161761
19778.223628241183,0.3847387547232835,0.0,1.0,0.00011489151807841935,0.005879270115161761
19885.13858522611,0.3854903212637383,0.0,1.0,0.00011489151807841935,0.005879270115161761
19992.05354221103,0.3865318533721674,0.0,1.0,0.00011489151807841935,0.005879270115161761
20098.968499195955,0.387110931909412,0.0,1.0,0.00011489151807841935,0.005879270115161761
20205.88345618088,0.38815407689165626,0.0,1.0,0.00011489151807841935,0.005879270115161761
20312.798413165805,0.389024148441638,0.0,1.0,0.00011489151807841935,0.005879270115161761
20419.71337015073,0.3897787829120459,0.0,1.0,0.00011489151807841935,0.005879270115161761
20526.628327135655,0.3907664090312348,0.0,1.0,0.00011489151807841935,0.005879270115161761
20633.543284120577,0.39169675803560494,0.0,1.0,0.00011489151807841935,0.005879270115161761
20740.4582411055,0.39251145963417255,0.0,1.0,0.00011489151807841935,0.005879270115161761
20847.373198090427,0.3933850186356973,0.0,1.0,0.00011489151807841935,0.005879270115161761
20954.288155075352,0.39425926004017425,0.0,1.0,0.00011489151807841935,0.005879270115161761
21061.203112060277,0.3952508855134727,0.0,1.0,0.00011489151807841935,0.005879270115161761
21168.118069045202,0.39600976976439956,0.0,1.0,0.00011489151807841935,0.005879270115161761
21275.033026030123,0.39700291244412994,0.0,1.0,0.00011489151807841935,0.005879270115161761
21381.94798301505,0.3979384110732902,0.0,1.0,0.00011489151807841935,0.005879270115161761
21488.862939999974,0.39875758472286527,0.0,1.0,0.00011489151807841935,0.005879270115161761
