comparable_exp,pred,ci_lo,ci_hi,P_overall,P_nonlin
212.7865,0.417152756620702,0.0,1.0,0.00011489151807841935,0.005879270115161761
319.7014569849245,0.4168958639854454,0.0,1.0,0.00011489151807841935,0.005879270115161761
426.61641396984896,0.4168105522172966,0.0,1.0,0.00011489151807841935,0.005879270115161761
533.5313709547735,0.41659080464041337,0.0,1.0,0.00011489151807841935,0.005879270115161761
640.446327939698,0.4162885899814887,0.0,1.0,0.00011489151807841935,0.005879270115161761
747.3612849246224,0.41595492911206766,0.0,1.0,0.00011489151807841935,0.005879270115161761
854.276241909547,0.4157584759443328,0.0,1.0,0.00011489151807841935,0.005879270115161761
961.1911988944714,0.415641728720387,0.0,1.0,0.00011489151807841935,0.005879270115161761
1068.106155879396,0.4154045571819254,0.0,1.0,0.00011489151807841935,0.005879270115161761
1175.0211128643205,0.4152285567577229,0.0,1.0,0.00011489151807841935,0.005879270115161761
1281.9360698492449,0.41492662749204423,0.0,1.0,0.00011489151807841935,0.005879270115161761
1388.8510268341695,0.4146617973581297,0.0,1.0,0.00011489151807841935,0.005879270115161761
1495.765983819094,0.4144951463236289,0.0,1.0,0.00011489151807841935,0.005879270115161761
1602.6809408040185,0.4141174764780824,0.0,1.0,0.00011489151807841935,0.005879270115161761
1709.595897788943,0.4139360827172092,0.0,1.0,0.00011489151807841935,0.005879270115161761
1816.5108547738675,0.4136436807275674,0.0,1.0,0.00011489151807841935,0.005879270115161761
1923.425811758792,0.4134216439280366,0.0,1.0,0.00011489151807841935,0.005879270115161761
2030.3407687437164,0.41318854317042725,0.0,1.0,0.00011489151807841935,0.005879270115161761
2137.255725728641,0.41299987104562386,0.0,1.0,0.00011489151807841935,0.005879270115161761
2244.1706827135654,0.41268917267006744,0.0,1.0,0.00011489151807841935,0.005879270115161761
2351.08563969849,0.4125153598532154,0.0,1.0,0.00011489151807841935,0.005879270115161761
2458.0005966834146,0.4121899817656679,0.0,1.0,0.00011489151807841935,0.005879270115161761
2564.9155536683393,0.41200514201487143,0.0,1.0,0.00011489151807841935,0.005879270115161761
2671.830510653264,0.4116503193013745,0.0,1.0,0.00011489151807841935,0.005879270115161761
2778.745467638188,0.41141382182071307,0.0,1.0,0.00011489151807841935,0.005879270115161761
2885.6604246231127,0.41123278108642364,0.0,1.0,0.00011489151807841935,0.005879270115161761
2992.5753816080373,0.41080798402484575,0.0,1.0,0.00011489151807841935,0.005879270115161761
3099.4903385929615,0.4105310140529652,0.0,1.0,0.00011489151807841935,0.005879270115161761
3206.405295577886,0.41045716496499135,0.0,1.0,0.00011489151807841935,0.005879270115161761
3313.3202525628108,0.4101765752648673,0.0,1.0,0.00011489151807841935,0.005879270115161761
3420.2352095477354,0.40973365796670475,0.0,1.0,0.00011489151807841935,0.005879270115161761
3527.1501665326596,0.4094089449484487,0.0,1.0,0.00011489151807841935,0.005879270115161761
3634.065123517584,0.4092724414561987,0.0,1.0,0.00011489151807841935,0.005879270115161761
3740.980080502509,0.4088814548790297,0.0,1.0,0.00011489151807841935,0.005879270115161761
3847.895037487433,0.408424220628556,0.0,1.0,0.00011489151807841935,0.005879270115161761
3954.8099944723576,0.40806297011765763,0.0,1.0,0.00011489151807841935,0.005879270115161761
4061.7249514572823,0.4077165578382482,0.0,1.0,0.00011489151807841935,0.005879270115161761
4168.639908442206,0.40758391357102086,0.0,1.0,0.00011489151807841935,0.005879270115161761
4275.554865427131,0.4073260327296909,0.0,1.0,0.00011489151807841935,0.005879270115161761
4382.469822412056,0.4066852360753494,0.0,1.0,0.00011489151807841935,0.005879270115161761
4489.38477939698,0.40649379514439044,0.0,1.0,0.00011489151807841935,0.005879270115161761
4596.299736381905,0.4060226770574573,0.0,1.0,0.00011489151807841935,0.005879270115161761
4703.214693366829,0.40562530563801813,0.0,1.0,0.00011489151807841935,0.005879270115161761
4810.129650351753,0.40527954590278703,0.0,1.0,0.00011489151807841935,0.005879270115161761
4917.044607336678,0.40489711268870004,0.0,1.0,0.00011489151807841935,0.005879270115161761
5023.959564321603,0.4046471225791251,0.0,1.0,0.00011489151807841935,0.005879270115161761
5130.874521306528,0.4042354820436664,0.0,1.0,0.00011489151807841935,0.005879270115161761
5237.789478291452,0.40359990937685775,0.0,1.0,0.00011489151807841935,0.005879270115161761
5344.704435276376,0.40334650517954046,0.0,1.0,0.00011489151807841935,0.005879270115161761
5451.619392261301,0.40297567321813027,0.0,1.0,0.00011489151807841935,0.005879270115161761
5558.534349246225,0.4026526624828201,0.0,1.0,0.00011489151807841935,0.005879270115161761
5665.449306231149,0.4023040524949708,0.0,1.0,0.00011489151807841935,0.005879270115161761
5772.3642632160745,0.4016291310646271,0.0,1.0,0.00011489151807841935,0.005879270115161761
5879.279220200999,0.40124048668324264,0.0,1.0,0.00011489151807841935,0.005879270115161761
5986.194177185923,0.40088861398089987,0.0,1.0,0.00011489151807841935,0.005879270115161761
6093.109134170848,0.4002327910835186,0.0,1.0,0.00011489151807841935,0.005879270115161761
6200.024091155772,0.3999141680791169,0.0,1.0,0.00011489151807841935,0.005879270115161761
6306.939048140696,0.39940527951826676,0.0,1.0,0.00011489151807841935,0.005879270115161761
6413.854005125621,0.39889660806246824,0.0,1.0,0.00011489151807841935,0.005879270115161761
6520.7689621105455,0.3982857589415349,0.0,1.0,0.00011489151807841935,0.005879270115161761
6627.683919095471,0.3977702584857924,0.0,1.0,0.00011489151807841935,0.005879270115161761
6734.598876080395,0.3972421971545232,0.0,1.0,0.00011489151807841935,0.005879270115161761
6841.513833065319,0.3966815082616038,0.0,1.0,0.00011489151807841935,0.005879270115161761
6948.428790050244,0.39625067446095064,0.0,1.0,0.00011489151807841935,0.005879270115161761
7055.343747035168,0.3958491946562038,0.0,1.0,0.00011489151807841935,0.005879270115161761
7162.258704020092,0.39520985444047224,0.0,1.0,0.00011489151807841935,0.005879270115161761
7269.1736610050175,0.3944718897523469,0.0,1.0,0.00011489151807841935,0.005879270115161761
7376.088617989942,0.39396936460586307,0.0,1.0,0.00011489151807841935,0.005879270115161761
7483.003574974866,0.39336772281114535,0.0,1.0,0.00011489151807841935,0.005879270115161761
7589.918531959791,0.3928598911369431,0.0,1.0,0.00011489151807841935,0.005879270115161761
7696.833488944715,0.39224770698941774,0.0,1.0,0.00011489151807841935,0.005879270115161761
7803.74844592964,0.3915204398577762,0.0,1.0,0.00011489151807841935,0.005879270115161761
7910.663402914564,0.39074461347078276,0.0,1.0,0.00011489151807841935,0.005879270115161761
8017.5783598994885,0.39008368904089574,0.0,1.0,0.00011489151807841935,0.005879270115161761
8124.493316884414,0.3894703346323863,0.0,1.0,0.00011489151807841935,0.005879270115161761
8231.408273869338,0.38895886847247946,0.0,1.0,0.00011489151807841935,0.005879270115161761
8338.323230854261,0.38822655571065695,0.0,1.0,0.00011489151807841935,0.005879270115161761
8445.238187839186,0.38772655266371536,0.0,1.0,0.00011489151807841935,0.005879270115161761
8552.153144824111,0.3868213526387649,0.0,1.0,0.00011489151807841935,0.005879270115161761
8659.068101809036,0.38637266294337924,0.0,1.0,0.00011489151807841935,0.005879270115161761
8765.98305879396,0.3857216825994411,0.0,1.0,0.00011489151807841935,0.005879270115161761
