comparable_ipubpen,pred,ci_lo,ci_hi,P_overall,P_nonlin
4539.002725628141,0.31869715372290114,,,0.0,0.0
4563.018613065327,0.31615809364983244,,,0.0,0.0
4587.034500502513,0.31362995022157764,,,0.0,0.0
4611.050387939698,0.31111282565371734,,,0.0,0.0
4635.066275376885,0.3085026455923735,,,0.0,0.0
4659.08216281407,0.30600832522149096,,,0.0,0.0
4683.098050251257,0.3036285513091451,,,0.0,0.0
4707.113937688442,0.3010537220617774,,,0.0,0.0
4731.1298251256285,0.29869589535590685,,,0.0,0.0
4755.145712562814,0.2962468960717286,,,0.0,0.0
4779.1616,0.2937082628220903,,,0.0,0.0
