comparable_ipubpen,pred,ci_lo,ci_hi,P_overall,P_nonlin
0.0,0.32589587894981525,,,0.0,0.0
24.01588743718593,0.327845646565288,,,0.0,0.0
48.03177487437186,0.3296445611680698,,,0.0,0.0
72.04766231155779,0.3315761318625491,,,0.0,0.0
96.06354974874372,0.33337773322601216,,,0.0,0.0
120.07943718592966,0.33530323241010346,,,0.0,0.0
144.09532462311557,0.33712510097547876,,,0.0,0.0
168.1112120603015,0.33906807433868946,,,0.0,0.0
192.12709949748745,0.3410884979931791,,,0.0,0.0
216.1429869346734,0.34288088790364485,,,0.0,0.0
240.15887437185933,0.34486390872797446,,,0.0,0.0
264.17476180904526,0.34661731858329187,,,0.0,0.0
288.19064924623115,0.34855504698963097,,,0.0,0.0
312.2065366834171,0.3504769554239989,,,0.0,0.0
336.222424120603,0.3523689063476285,,,0.0,0.0
360.23831155778896,0.35432135188103686,,,0.0,0.0
384.2541989949749,0.35615269173009984,,,0.0,0.0
408.27008643216084,0.3580724206363107,,,0.0,0.0
432.2859738693468,0.36002483686058495,,,0.0,0.0
456.3018613065327,0.361953703903236,,,0.0,0.0
480.31774874371865,0.363844646153925,,,0.0,0.0
504.33363618090453,0.3657539631866963,,,0.0,0.0
528.3495236180905,0.3675681848471263,,,0.0,0.0
552.3654110552765,0.3694003820936493,,,0.0,0.0
576.3812984924623,0.3714500787278614,,,0.0,0.0
600.3971859296482,0.3732759259274966,,,0.0,0.0
624.4130733668342,0.37524847010976525,,,0.0,0.0
648.4289608040201,0.37702444233125865,,,0.0,0.0
672.444848241206,0.37874627610636924,,,0.0,0.0
696.460735678392,0.38070138606179255,,,0.0,0.0
720.4766231155779,0.38253061459022153,,,0.0,0.0
744.4925105527639,0.3843631773819687,,,0.0,0.0
768.5083979899498,0.38622796544623417,,,0.0,0.0
792.5242854271357,0.38786421112054714,,,0.0,0.0
816.5401728643217,0.38983685363537307,,,0.0,0.0
840.5560603015076,0.39166767267703,,,0.0,0.0
864.5719477386936,0.39331219591844147,,,0.0,0.0
888.5878351758795,0.3951050039615739,,,0.0,0.0
912.6037226130654,0.396827590033322,,,0.0,0.0
936.6196100502514,0.39849421685578273,,,0.0,0.0
960.6354974874373,0.40039762922288524,,,0.0,0.0
984.6513849246231,0.40203990856835936,,,0.0,0.0
1008.6672723618091,0.40368438888078617,,,0.0,0.0
1032.6831597989951,0.4053898845636885,,,0.0,0.0
1056.699047236181,0.40706820293673457,,,0.0,0.0
1080.714934673367,0.4087781946259205,,,0.0,0.0
1104.730822110553,0.41016550055367534,,,0.0,0.0
1128.7467095477389,0.41202732147560844,,,0.0,0.0
1152.7625969849246,0.41356596384941247,,,0.0,0.0
1176.7784844221105,0.415150752935387,,,0.0,0.0
1200.7943718592965,0.41664828815092014,,,0.0,0.0
1224.8102592964824,0.41817706311892416,,,0.0,0.0
1248.8261467336683,0.4197074116636804,,,0.0,0.0
1272.8420341708543,0.4212393059288303,,,0.0,0.0
1296.8579216080402,0.42268335183606875,,,0.0,0.0
1320.8738090452262,0.4243225287765662,,,0.0,0.0
1344.889696482412,0.42557538794745653,,,0.0,0.0
1368.905583919598,0.4270083972945719,,,0.0,0.0
1392.921471356784,0.42848747228726936,,,0.0,0.0
1416.93735879397,0.4298107589996518,,,0.0,0.0
1440.9532462311558,0.4311125956347517,,,0.0,0.0
1464.9691336683418,0.4324827962806554,,,0.0,0.0
1488.9850211055277,0.433726605185139,,,0.0,0.0
1513.0009085427137,0.4350687565322258,,,0.0,0.0
1537.0167959798996,0.4362204668542696,,,0.0,0.0
1561.0326834170855,0.4375512290360668,,,0.0,0.0
1585.0485708542715,0.4384785086812138,,,0.0,0.0
1609.0644582914574,0.4398488500397263,,,0.0,0.0
1633.0803457286434,0.4412064717915641,,,0.0,0.0
1657.0962331658293,0.4420079201207431,,,0.0,0.0
1681.1121206030152,0.4432614925901197,,,0.0,0.0
1705.1280080402012,0.4440750082458889,,,0.0,0.0
1729.143895477387,0.4452053877955663,,,0.0,0.0
1753.159782914573,0.4461779682869379,,,0.0,0.0
1777.175670351759,0.44714341686909775,,,0.0,0.0
1801.191557788945,0.44812435869804945,,,0.0,0.0
1825.2074452261309,0.44890940329123213,,,0.0,0.0
1849.2233326633168,0.44977022533911853,,,0.0,0.0
1873.2392201005027,0.4506615685385295,,,0.0,0.0
1897.2551075376887,0.45165903945327207,,,0.0,0.0
1921.2709949748746,0.45226375688765924,,,0.0,0.0
1945.2868824120603,0.4529896037326387,,,0.0,0.0
1969.3027698492463,0.45374590678565135,,,0.0,0.0
1993.3186572864322,0.4544116302293528,,,0.0,0.0
2017.3345447236181,0.4551380598385297,,,0.0,0.0
2041.350432160804,0.4558344007931222,,,0.0,0.0
2065.3663195979902,0.4561069291990654,,,0.0,0.0
2089.382207035176,0.456833799683796,,,0.0,0.0
2113.398094472362,0.45719730406740955,,,0.0,0.0
2137.413981909548,0.457803245820052,,,0.0,0.0
2161.429869346734,0.4582274794439799,,,0.0,0.0
2185.44575678392,0.4587123920096478,,,0.0,0.0
2209.461644221106,0.4590761278106335,,,0.0,0.0
2233.477531658292,0.4592580120896809,,,0.0,0.0
2257.4934190954777,0.4596824508731721,,,0.0,0.0
2281.5093065326637,0.4599250136222231,,,0.0,0.0
2305.525193969849,0.4601069481500938,,,0.0,0.0
2329.541081407035,0.46022824374498145,,,0.0,0.0
2353.556968844221,0.46028889330999867,,,0.0,0.0
2377.572856281407,0.4604708490540638,,,0.0,0.0
2401.588743718593,0.46059215873988335,,,0.0,0.0
2425.604631155779,0.46089545334850185,,,0.0,0.0
2449.620518592965,0.4605315033125118,,,0.0,0.0
2473.6364060301507,0.46077413201779915,,,0.0,0.0
2497.6522934673367,0.4606528153344044,,,0.0,0.0
2521.6681809045226,0.4605315033125118,,,0.0,0.0
2545.6840683417086,0.46028889330999867,,,0.0,0.0
2569.6999557788945,0.4601675953577554,,,0.0,0.0
2593.7158432160804,0.4599250136222231,,,0.0,0.0
2617.7317306532664,0.4596824508731721,,,0.0,0.0
2641.7476180904523,0.459439907224023,,,0.0,0.0
2665.7635055276382,0.4588336324072158,,,0.0,0.0
2689.779392964824,0.4584699258935848,,,0.0,0.0
2713.79528040201,0.45798505277403406,,,0.0,0.0
2737.811167839196,0.45750025922573506,,,0.0,0.0
2761.827055276382,0.457257892573596,,,0.0,0.0
2785.842942713568,0.4565309144617074,,,0.0,0.0
2809.858830150754,0.45592524066460843,,,0.0,0.0
2833.87471758794,0.4553196971997429,,,0.0,0.0
2857.8906050251258,0.45459321956125226,,,0.0,0.0
2881.9064924623117,0.45374590678565135,,,0.0,0.0
2905.9223798994976,0.4531408470950414,,,0.0,0.0
2929.9382673366836,0.45217304024293764,,,0.0,0.0
2953.9541547738695,0.45120559494204154,,,0.0,0.0
2977.9700422110554,0.4504802525505404,,,0.0,0.0
3001.9859296482414,0.4495134572206965,,,0.0,0.0
3026.0018170854273,0.4484262685477744,,,0.0,0.0
3050.0177045226133,0.4474602919198078,,,0.0,0.0
3074.033591959799,0.44625337943371696,,,0.0,0.0
3098.049479396985,0.4451676992755367,,,0.0,0.0
3122.065366834171,0.4439620019267167,,,0.0,0.0
3146.081254271357,0.44287743790368633,,,0.0,0.0
3170.097141708543,0.4415525999351685,,,0.0,0.0
3194.113029145729,0.4401082711524036,,,0.0,0.0
3218.128916582915,0.43890543691627354,,,0.0,0.0
3242.1448040201008,0.4374629840412083,,,0.0,0.0
3266.1606914572867,0.4360215878856559,,,0.0,0.0
3290.1765788944726,0.43446129518009335,,,0.0,0.0
3314.1924663316586,0.43302217609332555,,,0.0,0.0
3338.2083537688445,0.43134463253785976,,,0.0,0.0
3362.2242412060305,0.42966866285984257,,,0.0,0.0
3386.2401286432164,0.42823339806622046,,,0.0,0.0
3410.2560160804023,0.42632159254749036,,,0.0,0.0
3434.2719035175883,0.42441198666996216,,,0.0,0.0
3458.287790954774,0.42274292867712987,,,0.0,0.0
3482.30367839196,0.42083759349070105,,,0.0,0.0
3506.319565829146,0.41893461356876716,,,0.0,0.0
3530.335453266332,0.41727148033425965,,,0.0,0.0
3554.351340703518,0.41537306078234004,,,0.0,0.0
3578.367228140704,0.4132403399803083,,,0.0,0.0
3602.38311557789,0.41134731427180027,,,0.0,0.0
3626.399003015076,0.4094569089509175,,,0.0,0.0
3650.4148904522617,0.40733340004593027,,,0.0,0.0
3674.4307778894477,0.40544873575821444,,,0.0,0.0
3698.4466653266336,0.403096823959302,,,0.0,0.0
3722.4625527638195,0.40098390276461526,,,0.0,0.0
3746.4784402010055,0.39864052509533293,,,0.0,0.0
3770.4943276381914,0.3965354449127325,,,0.0,0.0
3794.5102150753773,0.39443418976363687,,,0.0,0.0
3818.5261025125633,0.3921040337224664,,,0.0,0.0
3842.541989949749,0.3897787829120459,,,0.0,0.0
3866.5578773869347,0.3874585323823135,,,0.0,0.0
3890.5737648241206,0.38537465999204185,,,0.0,0.0
3914.5896522613066,0.3828334079301898,,,0.0,0.0
3938.6055396984925,0.3807589482460284,,,0.0,0.0
3962.6214271356785,0.37822940283905465,,,0.0,0.0
3986.6373145728644,0.37570646643200795,,,0.0,0.0
4010.6532020100503,0.3734187232283041,,,0.0,0.0
4034.6690894472363,0.37113662896272914,,,0.0,0.0
4058.684976884422,0.3684056955947133,,,0.0,0.0
4082.700864321608,0.36613633565917597,,,0.0,0.0
4106.716751758794,0.3636468869428737,,,0.0,0.0
4130.7326391959805,0.3613900679227612,,,0.0,0.0
4154.748526633166,0.35891461730183344,,,0.0,0.0
4178.764414070352,0.3564466586700417,,,0.0,0.0
4202.780301507538,0.35376301135468313,,,0.0,0.0
4226.796188944724,0.35131106427318937,,,0.0,0.0
4250.81207638191,0.3490888048344678,,,0.0,0.0
4274.827963819096,0.3464307335529095,,,0.0,0.0
4298.843851256282,0.34378221211773596,,,0.0,0.0
4322.859738693468,0.3413629007182345,,,0.0,0.0
4346.8756261306535,0.33873304318448744,,,0.0,0.0
4370.89151356784,0.3361131068451915,,,0.0,0.0
4394.907401005025,0.33393749394189914,,,0.0,0.0
4418.923288442212,0.3311197396289915,,,0.0,0.0
4442.939175879397,0.32896043263598285,,,0.0,0.0
4466.955063316584,0.3259495159352553,,,0.0,0.0
4490.970950753769,0.3238076029965582,,,0.0,0.0
4514.9868381909555,0.3210341261275396,,,0.0,0.0
